;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;dwight_schrute Michael;michael_scott;PROPN;NNP;ROOT;[0, 7];Michael;dwight_schrute;PERSON;1;TheOffice.Season01.Episode04;1;1
1;!;;PUNCT;.;punct;[8, 9];!;dwight_schrute;;;TheOffice.Season01.Episode04;1;2
2;?;;PUNCT;.;punct;[10, 11];?;dwight_schrute;;;TheOffice.Season01.Episode04;1;3
3;;;;;;;;;;;;;
4;michael_scott Oh;;INTJ;UH;ROOT;[0, 2];Oh;michael_scott;;;TheOffice.Season01.Episode04;2;1
5;!;;PUNCT;.;punct;[3, 4];!;michael_scott;;;TheOffice.Season01.Episode04;2;2
6;God;;PROPN;NNP;ROOT;[5, 8];God;michael_scott;;;TheOffice.Season01.Episode04;2;3
7;.;;PUNCT;.;punct;[9, 10];.;michael_scott;;;TheOffice.Season01.Episode04;2;4
8;Dwight;dwight_schrute;PROPN;NNP;npadvmod;[11, 17];Dwight;michael_scott;PERSON;2;TheOffice.Season01.Episode04;2;5
9;,;;PUNCT;,;punct;[18, 19];,;michael_scott;;;TheOffice.Season01.Episode04;2;6
10;come;;VERB;VB;ROOT;[20, 24];come;michael_scott;;;TheOffice.Season01.Episode04;2;7
11;on;;ADP;RP;prt;[25, 27];on;michael_scott;;;TheOffice.Season01.Episode04;2;8
12;...;;PUNCT;:;punct;[28, 31];...;michael_scott;;;TheOffice.Season01.Episode04;2;9
13;.;;PUNCT;.;punct;[32, 33];.;michael_scott;;;TheOffice.Season01.Episode04;2;10
14;;;;;;;;;;;;;
15;dwight_schrute I;dwight_schrute;PRON;PRP;nsubj;[0, 1];I;dwight_schrute;;3;TheOffice.Season01.Episode04;3;1
16;wanted;;VERB;VBD;ROOT;[2, 8];wanted;dwight_schrute;;;TheOffice.Season01.Episode04;3;2
17;to;;PART;TO;aux;[9, 11];to;dwight_schrute;;;TheOffice.Season01.Episode04;3;3
18;talk;;VERB;VB;xcomp;[12, 16];talk;dwight_schrute;;;TheOffice.Season01.Episode04;3;4
19;to;;ADP;IN;prep;[17, 19];to;dwight_schrute;;;TheOffice.Season01.Episode04;3;5
20;you;michael_scott;PRON;PRP;pobj;[20, 23];you;dwight_schrute;;4;TheOffice.Season01.Episode04;3;6
21;about;;ADP;IN;prep;[24, 29];about;dwight_schrute;;;TheOffice.Season01.Episode04;3;7
22;the;;DET;DT;det;[30, 33];the;dwight_schrute;;;TheOffice.Season01.Episode04;3;8
23;downsizing;;NOUN;NN;pobj;[34, 44];downsizing;dwight_schrute;;;TheOffice.Season01.Episode04;3;9
24;?;;PUNCT;.;punct;[45, 46];?;dwight_schrute;;;TheOffice.Season01.Episode04;3;10
25;;;;;;;;;;;;;
26;michael_scott There;;PRON;EX;expl;[0, 5];There;michael_scott;;;TheOffice.Season01.Episode04;4;1
27;'s;;AUX;VBZ;ROOT;[6, 8];'s;michael_scott;;;TheOffice.Season01.Episode04;4;2
28;no;;DET;DT;det;[9, 11];no;michael_scott;;;TheOffice.Season01.Episode04;4;3
29;downsizing;;NOUN;NN;attr;[12, 22];downsizing;michael_scott;;;TheOffice.Season01.Episode04;4;4
30;.;;PUNCT;.;punct;[23, 24];.;michael_scott;;;TheOffice.Season01.Episode04;4;5
31;;;;;;;;;;;;;
32;dwight_schrute I;dwight_schrute;PRON;PRP;nsubjpass;[0, 1];I;dwight_schrute;;5;TheOffice.Season01.Episode04;5;1
33;,;;PUNCT;,;punct;[2, 3];,;dwight_schrute;;;TheOffice.Season01.Episode04;5;2
34;but;;CCONJ;CC;cc;[4, 7];but;dwight_schrute;;;TheOffice.Season01.Episode04;5;3
35;if;;SCONJ;IN;mark;[8, 10];if;dwight_schrute;;;TheOffice.Season01.Episode04;5;4
36;there;;PRON;EX;expl;[11, 16];there;dwight_schrute;;;TheOffice.Season01.Episode04;5;5
37;were;;AUX;VBD;advcl;[17, 21];were;dwight_schrute;;;TheOffice.Season01.Episode04;5;6
38;,;;PUNCT;,;punct;[22, 23];,;dwight_schrute;;;TheOffice.Season01.Episode04;5;7
39;I;dwight_schrute;PRON;PRP;nsubjpass;[24, 25];I;dwight_schrute;;6;TheOffice.Season01.Episode04;5;8
40;'d;;VERB;MD;aux;[26, 28];'d;dwight_schrute;;;TheOffice.Season01.Episode04;5;9
41;be;;AUX;VB;auxpass;[29, 31];be;dwight_schrute;;;TheOffice.Season01.Episode04;5;10
42;protected;;VERB;VBN;ROOT;[32, 41];protected;dwight_schrute;;;TheOffice.Season01.Episode04;5;11
43;as;;SCONJ;IN;prep;[42, 44];a;dwight_schrute;;;TheOffice.Season01.Episode04;5;12
44;assistant;;ADJ;JJ;amod;[45, 54];assistant;dwight_schrute;;;TheOffice.Season01.Episode04;5;13
45;regional;;ADJ;JJ;amod;[55, 63];regional;dwight_schrute;;;TheOffice.Season01.Episode04;5;14
46;manager;;NOUN;NN;pobj;[64, 71];manager;dwight_schrute;;;TheOffice.Season01.Episode04;5;15
47;?;;PUNCT;.;punct;[72, 73];?;dwight_schrute;;;TheOffice.Season01.Episode04;5;16
48;;;;;;;;;;;;;
49;michael_scott Assistant;;PROPN;NNP;ROOT;[0, 9];Assistant;michael_scott;;;TheOffice.Season01.Episode04;6;1
50;to;;ADP;IN;prep;[10, 12];to;michael_scott;;;TheOffice.Season01.Episode04;6;2
51;the;;DET;DT;det;[13, 16];the;michael_scott;;;TheOffice.Season01.Episode04;6;3
52;regional;;ADJ;JJ;amod;[17, 25];regional;michael_scott;;;TheOffice.Season01.Episode04;6;4
53;manager;;NOUN;NN;pobj;[26, 33];manager;michael_scott;;;TheOffice.Season01.Episode04;6;5
54;Dwight;dwight_schrute;PROPN;NNP;appos;[34, 40];Dwight;michael_scott;PERSON;7;TheOffice.Season01.Episode04;6;6
55;.;;PUNCT;.;punct;[41, 42];.;michael_scott;;;TheOffice.Season01.Episode04;6;7
56;;;;;;;;;;;;;
57;dwight_schrute Yeah;;INTJ;UH;intj;[0, 4];Yeah;dwight_schrute;;;TheOffice.Season01.Episode04;7;1
58;,;;PUNCT;,;punct;[5, 6];,;dwight_schrute;;;TheOffice.Season01.Episode04;7;2
59;so;;ADV;RB;advmod;[7, 9];so;dwight_schrute;;;TheOffice.Season01.Episode04;7;3
60;I;dwight_schrute;PRON;PRP;nsubj;[10, 11];I;dwight_schrute;;8;TheOffice.Season01.Episode04;7;4
61;do;;AUX;VBP;aux;[12, 14];do;dwight_schrute;;;TheOffice.Season01.Episode04;7;5
62;n't;;PART;RB;neg;[15, 18];n't;dwight_schrute;;;TheOffice.Season01.Episode04;7;6
63;have;;AUX;VB;ROOT;[19, 23];have;dwight_schrute;;;TheOffice.Season01.Episode04;7;7
64;to;;PART;TO;aux;[24, 26];to;dwight_schrute;;;TheOffice.Season01.Episode04;7;8
65;worry;;VERB;VB;xcomp;[27, 32];worry;dwight_schrute;;;TheOffice.Season01.Episode04;7;9
66;?;;PUNCT;.;punct;[33, 34];?;dwight_schrute;;;TheOffice.Season01.Episode04;7;10
67;;;;;;;;;;;;;
68;michael_scott Look;;VERB;VB;ROOT;[0, 4];Look;michael_scott;;;TheOffice.Season01.Episode04;8;1
69;,;;PUNCT;,;punct;[5, 6];,;michael_scott;;;TheOffice.Season01.Episode04;8;2
70;look;;VERB;VB;conj;[7, 11];look;michael_scott;;;TheOffice.Season01.Episode04;8;3
71;,;;PUNCT;,;punct;[12, 13];,;michael_scott;;;TheOffice.Season01.Episode04;8;4
72;look;;VERB;VB;conj;[14, 18];look;michael_scott;;;TheOffice.Season01.Episode04;8;5
73;.;;PUNCT;.;punct;[19, 20];.;michael_scott;;;TheOffice.Season01.Episode04;8;6
74;I;michael_scott;PRON;PRP;nsubj;[21, 22];I;michael_scott;;9;TheOffice.Season01.Episode04;8;7
75;talked;;VERB;VBD;ROOT;[23, 29];talked;michael_scott;;;TheOffice.Season01.Episode04;8;8
76;to;;ADP;IN;prep;[30, 32];to;michael_scott;;;TheOffice.Season01.Episode04;8;9
77;corporate;;ADJ;JJ;pobj;[33, 42];corporate;michael_scott;;;TheOffice.Season01.Episode04;8;10
78;,;;PUNCT;,;punct;[43, 44];,;michael_scott;;;TheOffice.Season01.Episode04;8;11
79;about;;ADP;IN;prep;[45, 50];about;michael_scott;;;TheOffice.Season01.Episode04;8;12
80;protecting;;VERB;VBG;pcomp;[51, 61];protecting;michael_scott;;;TheOffice.Season01.Episode04;8;13
81;the;;DET;DT;det;[62, 65];the;michael_scott;;;TheOffice.Season01.Episode04;8;14
82;sales;;NOUN;NNS;compound;[66, 71];sale;michael_scott;;;TheOffice.Season01.Episode04;8;15
83;staff;;NOUN;NN;dobj;[72, 77];staff;michael_scott;;;TheOffice.Season01.Episode04;8;16
84;.;;PUNCT;.;punct;[78, 79];.;michael_scott;;;TheOffice.Season01.Episode04;8;17
85;And;;CCONJ;CC;cc;[80, 83];And;michael_scott;;;TheOffice.Season01.Episode04;8;18
86;they;;PRON;PRP;nsubj;[84, 88];they;michael_scott;;;TheOffice.Season01.Episode04;8;19
87;said;;VERB;VBD;ROOT;[89, 93];said;michael_scott;;;TheOffice.Season01.Episode04;8;20
88;they;;PRON;PRP;nsubj;[94, 98];they;michael_scott;;;TheOffice.Season01.Episode04;8;21
89;could;;VERB;MD;aux;[99, 104];could;michael_scott;;;TheOffice.Season01.Episode04;8;22
90;n't;;PART;RB;neg;[105, 108];n't;michael_scott;;;TheOffice.Season01.Episode04;8;23
91;guarantee;;VERB;VB;ccomp;[109, 118];guarantee;michael_scott;;;TheOffice.Season01.Episode04;8;24
92;it;;PRON;PRP;dobj;[119, 121];it;michael_scott;;;TheOffice.Season01.Episode04;8;25
93;if;;SCONJ;IN;mark;[122, 124];if;michael_scott;;;TheOffice.Season01.Episode04;8;26
94;there;;PRON;EX;expl;[125, 130];there;michael_scott;;;TheOffice.Season01.Episode04;8;27
95;'s;;AUX;VBZ;advcl;[131, 133];'s;michael_scott;;;TheOffice.Season01.Episode04;8;28
96;downsizing;;VERB;VBG;acomp;[134, 144];downsizing;michael_scott;;;TheOffice.Season01.Episode04;8;29
97;,;;PUNCT;,;punct;[145, 146];,;michael_scott;;;TheOffice.Season01.Episode04;8;30
98;okay;;ADJ;JJ;ROOT;[147, 151];okay;michael_scott;;;TheOffice.Season01.Episode04;8;31
99;?;;PUNCT;.;punct;[152, 153];?;michael_scott;;;TheOffice.Season01.Episode04;8;32
100;;;;;;;;;;;;;
101;michael_scott But;;CCONJ;CC;cc;[0, 3];But;michael_scott;;;TheOffice.Season01.Episode04;9;1
102;there;;PRON;EX;expl;[4, 9];there;michael_scott;;;TheOffice.Season01.Episode04;9;2
103;'s;;AUX;VBZ;ROOT;[10, 12];'s;michael_scott;;;TheOffice.Season01.Episode04;9;3
104;no;;DET;DT;det;[13, 15];no;michael_scott;;;TheOffice.Season01.Episode04;9;4
105;downsizing;;NOUN;NN;attr;[16, 26];downsizing;michael_scott;;;TheOffice.Season01.Episode04;9;5
106;,;;PUNCT;,;punct;[27, 28];,;michael_scott;;;TheOffice.Season01.Episode04;9;6
107;so;;CCONJ;CC;cc;[29, 31];so;michael_scott;;;TheOffice.Season01.Episode04;9;7
108;just;;ADV;RB;advmod;[32, 36];just;michael_scott;;;TheOffice.Season01.Episode04;9;8
109;do;;AUX;VBP;conj;[37, 39];do;michael_scott;;;TheOffice.Season01.Episode04;9;9
110;n't;;PART;RB;neg;[40, 43];n't;michael_scott;;;TheOffice.Season01.Episode04;9;10
111;...;;PUNCT;NFP;punct;[44, 47];...;michael_scott;;;TheOffice.Season01.Episode04;9;11
112;.;;PUNCT;.;punct;[48, 49];.;michael_scott;;;TheOffice.Season01.Episode04;9;12
113;;;;;;;;;;;;;
114;dwight_schrute Bottom;;ADJ;JJ;compound;[0, 6];Bottom;dwight_schrute;;;TheOffice.Season01.Episode04;10;1
115;line;;NOUN;NN;ROOT;[7, 11];line;dwight_schrute;;;TheOffice.Season01.Episode04;10;2
116;.;;PUNCT;.;punct;[12, 13];.;dwight_schrute;;;TheOffice.Season01.Episode04;10;3
117;Do;;AUX;VBP;aux;[14, 16];Do;dwight_schrute;;;TheOffice.Season01.Episode04;10;4
118;I;dwight_schrute;PRON;PRP;nsubj;[17, 18];I;dwight_schrute;;10;TheOffice.Season01.Episode04;10;5
119;need;;VERB;VB;ROOT;[19, 23];need;dwight_schrute;;;TheOffice.Season01.Episode04;10;6
120;to;;PART;TO;aux;[24, 26];to;dwight_schrute;;;TheOffice.Season01.Episode04;10;7
121;be;;AUX;VB;xcomp;[27, 29];be;dwight_schrute;;;TheOffice.Season01.Episode04;10;8
122;worried;;ADJ;JJ;acomp;[30, 37];worried;dwight_schrute;;;TheOffice.Season01.Episode04;10;9
123;?;;PUNCT;.;punct;[38, 39];?;dwight_schrute;;;TheOffice.Season01.Episode04;10;10
124;;;;;;;;;;;;;
125;michael_scott Mmm;;PROPN;NNP;ROOT;[0, 3];Mmm;michael_scott;;;TheOffice.Season01.Episode04;11;1
126;,;;PUNCT;,;punct;[4, 5];,;michael_scott;;;TheOffice.Season01.Episode04;11;2
127;mm;;PROPN;NNP;npadvmod;[6, 8];mm;michael_scott;PERSON;;TheOffice.Season01.Episode04;11;3
