;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;michael_scott Pam;pam_beesly;PROPN;NNP;ROOT;[0, 3];Pam;michael_scott;;1;TheOffice.Season01.Episode03;1;1
1;.;;PUNCT;.;punct;[4, 5];.;michael_scott;;;TheOffice.Season01.Episode03;1;2
2;Pamela;;PROPN;NNP;ROOT;[6, 12];Pamela;michael_scott;;;TheOffice.Season01.Episode03;1;3
3;.;;PUNCT;.;punct;[13, 14];.;michael_scott;;;TheOffice.Season01.Episode03;1;4
4;Pam;pam_beesly;PROPN;NNP;compound;[15, 18];Pam;michael_scott;;2;TheOffice.Season01.Episode03;1;5
5;-;;PUNCT;HYPH;punct;[19, 20];-;michael_scott;;;TheOffice.Season01.Episode03;1;6
6;elama;;PROPN;NNP;nmod;[21, 26];elama;michael_scott;;;TheOffice.Season01.Episode03;1;7
7;-;;PUNCT;HYPH;punct;[27, 28];-;michael_scott;;;TheOffice.Season01.Episode03;1;8
8;ding;;PROPN;NNP;compound;[29, 33];ding;michael_scott;;;TheOffice.Season01.Episode03;1;9
9;-;;PUNCT;HYPH;punct;[34, 35];-;michael_scott;;;TheOffice.Season01.Episode03;1;10
10;dong;;NOUN;NN;ROOT;[36, 40];dong;michael_scott;;;TheOffice.Season01.Episode03;1;11
11;.;;PUNCT;.;punct;[41, 42];.;michael_scott;;;TheOffice.Season01.Episode03;1;12
12;Making;;VERB;VBG;ROOT;[43, 49];Making;michael_scott;;;TheOffice.Season01.Episode03;1;13
13;copies;;NOUN;NNS;dobj;[50, 56];copy;michael_scott;;;TheOffice.Season01.Episode03;1;14
14;.;;PUNCT;.;punct;[57, 58];.;michael_scott;;;TheOffice.Season01.Episode03;1;15
15;;;;;;;;;;;;;
16;pam_beesly I;pam_beesly;PRON;PRP;nsubj;[0, 1];I;pam_beesly;;3;TheOffice.Season01.Episode03;2;1
17;'m;;AUX;VBP;aux;[2, 4];'m;pam_beesly;;;TheOffice.Season01.Episode03;2;2
18;not;;PART;RB;neg;[5, 8];not;pam_beesly;;;TheOffice.Season01.Episode03;2;3
19;making;;VERB;VBG;ROOT;[9, 15];making;pam_beesly;;;TheOffice.Season01.Episode03;2;4
20;any;;DET;DT;det;[16, 19];any;pam_beesly;;;TheOffice.Season01.Episode03;2;5
