	idSent	idChar	label
0	1	[5, 8]	UNKNOWN
1	2		
2	3		
3	4	[16, 19]	sheldon_cooper
4	5	[27, 28]	sheldon_cooper
5	5	[45, 46]	sheldon_cooper
6	6		
7	7	[71, 77]	UNKNOWN
8	7	[21, 25]	UNKNOWN
9	7	[26, 32]	UNKNOWN
10	8	[12, 19]	leonard_hofstadter
11	8	[24, 31]	sheldon_cooper
12	9		
13	10	[4, 5]	raj_koothrappali
14	10	[49, 51]	dr_vm_koothrappali-mrs_koothrappali
15	10	[52, 54]	dr_vm_koothrappali-mrs_koothrappali
16	10	[55, 67]	dr_vm_koothrappali-mrs_koothrappali
17	10	[38, 40]	dr_vm_koothrappali-mrs_koothrappali
18	10	[41, 44]	dr_vm_koothrappali-mrs_koothrappali
19	10	[45, 48]	dr_vm_koothrappali-mrs_koothrappali
20	11		
21	12	[21, 22]	dr_vm_koothrappali
22	13	[6, 10]	dr_vm_koothrappali
23	14		
24	15		
25	16	[17, 24]	sheldon_cooper
26	17		
27	18	[14, 21]	leonard_hofstadter
28	18	[0, 2]	sheldon_cooper
29	19	[25, 31]	UNKNOWN
30	19	[36, 43]	UNKNOWN
31	20	[19, 25]	UNKNOWN
32	20	[30, 37]	UNKNOWN
33	21	[5, 10]	sheldon_cooper-leonard_hofstadter
34	21	[11, 16]	sheldon_cooper-leonard_hofstadter
35	21	[17, 20]	sheldon_cooper-leonard_hofstadter
36	22	[23, 29]	UNKNOWN
37	22	[34, 41]	UNKNOWN
38	22	[7, 9]	sheldon_cooper-leonard_hofstadter
39	23	[7, 10]	sheldon_cooper-leonard_hofstadter
40	23	[11, 15]	sheldon_cooper-leonard_hofstadter
41	23	[31, 34]	dr_vm_koothrappali-mrs_koothrappali
42	23	[35, 38]	raj_koothrappali
43	24		
44	25	[4, 8]	sheldon_cooper-leonard_hofstadter
45	25	[9, 16]	PARENTS
46	25	[38, 42]	sheldon_cooper-leonard_hofstadter
47	26		
48	27	[0, 4]	dr_vm_koothrappali
49	28	[30, 32]	raj_koothrappali
50	29	[15, 17]	raj_koothrappali
51	29	[33, 35]	raj_koothrappali
52	29	[58, 61]	dr_vm_koothrappali
53	29	[36, 43]	sheldon_cooper-leonard_hofstadter-howard_wolowitz
54	30		
55	31	[21, 24]	together
56	31	[28, 30]	dr_vm_koothrappali-mrs_koothrappali
57	31	[81, 85]	raj_koothrappali
58	31	[86, 93]	sheldon_cooper-leonard_hofstadter-howard_wolowitz
59	32	[11, 15]	dr_vm_koothrappali
60	33	[0, 7]	sheldon_cooper-leonard_hofstadter-howard_wolowitz
61	34	[11, 13]	howard_wolowitz
62	34	[41, 45]	dr_vm_koothrappali
63	35	[12, 15]	howard_wolowitz
64	35	[25, 31]	lalita_gupta
65	35	[32, 37]	lalita_gupta
66	35	[0, 6]	raj_koothrappali
67	36	[38, 40]	raj_koothrappali
68	36	[65, 67]	raj_koothrappali
69	36	[4, 10]	lalita_gupta
70	36	[11, 14]	lalita_gupta
71	36	[15, 19]	lalita_gupta
72	37	[65, 69]	raj_koothrappali
73	37	[17, 20]	lalita_gupta
74	37	[61, 64]	lalita_gupta
75	37	[53, 55]	dr_vm_koothrappali-mrs_koothrappali
76	38	[8, 11]	dr_vm_koothrappali-mrs_koothrappali
77	39	[0, 3]	raj_koothrappali
78	39	[21, 27]	raj_koothrappali
79	39	[30, 32]	dr_vm_koothrappali-mrs_koothrappali
80	40	[11, 12]	raj_koothrappali
81	40	[4, 8]	dr_vm_koothrappali
82	41	[0, 6]	lalita_gupta
83	41	[10, 17]	lalita's_parents
84	42	[3, 6]	raj_koothrappali
85	42	[36, 38]	dr_vm_koothrappali-mrs_koothrappali
86	43		
87	44	[12, 15]	raj_koothrappali
88	44	[23, 25]	dr_vm_koothrappali-mrs_koothrappali
89	45	[3, 6]	dr_vm_koothrappali-mrs_koothrappali
90	45	[44, 47]	dr_vm_koothrappali-mrs_koothrappali
91	46	[3, 4]	sheldon_cooper
92	46	[11, 15]	raj_koothrappali
93	46	[16, 23]	dr_vm_koothrappali-mrs_koothrappali
94	47	[8, 11]	sheldon_cooper
95	47	[20, 22]	raj_koothrappali
96	47	[29, 31]	raj_koothrappali
97	48	[0, 3]	raj_koothrappali
98	49	[48, 49]	raj_koothrappali
99	49	[8, 13]	mrs_koothrappali
100	49	[16, 20]	dr_vm_koothrappali
101	50	[16, 18]	dr_vm_koothrappali-mrs_koothrappali
102	50	[32, 38]	UNKNOWN
103	50	[39, 45]	UNKNOWN
104	50	[54, 61]	UNKNOWN
105	51		
106	52	[0, 1]	raj_koothrappali
107	53	[11, 12]	howard_wolowitz
108	53	[14, 20]	UNKNOWN
109	53	[21, 27]	UNKNOWN
110	54	[11, 12]	leonard_hofstadter
111	55		
112	56	[6, 9]	sheldon_cooper
113	56	[0, 1]	leonard_hofstadter
114	57	[0, 1]	howard_wolowitz
115	58		
116	59	[7, 9]	raj_koothrappali
117	59	[20, 22]	raj_koothrappali
