;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;boy Mom;rick_grimes;PROPN;NNP;ROOT;[0, 3];Mom;boy;;1;TheWalkingDead.Season01.Episode02;1;1
1;!;;PUNCT;.;punct;[4, 5];!;boy;;;TheWalkingDead.Season01.Episode02;1;2
2;-Right;;X;XX;ROOT;[6, 12];-Right;boy;;;TheWalkingDead.Season01.Episode02;1;3
3;here;;ADV;RB;ROOT;[13, 17];here;boy;;;TheWalkingDead.Season01.Episode02;1;4
4;lori;lori_grimes;X;FW;intj;[18, 22];lori;boy;;2;TheWalkingDead.Season01.Episode02;1;5
5;and;;CCONJ;CC;cc;[23, 26];and;boy;;;TheWalkingDead.Season01.Episode02;1;6
6;amy;amy_harrison;PROPN;NNP;conj;[27, 30];amy;boy;ORG;3;TheWalkingDead.Season01.Episode02;1;7
7;sort;;ADV;RB;advmod;[31, 35];sort;boy;;;TheWalkingDead.Season01.Episode02;1;8
8;out;;ADV;RB;advmod;[36, 39];out;boy;;;TheWalkingDead.Season01.Episode02;1;9
9;mushrooms;;NOUN;NNS;npadvmod;[40, 49];mushroom;boy;;;TheWalkingDead.Season01.Episode02;1;10
10;that;;SCONJ;IN;dobj;[50, 54];that;boy;;;TheWalkingDead.Season01.Episode02;1;11
11;they;;PRON;PRP;nsubj;[55, 59];they;boy;;;TheWalkingDead.Season01.Episode02;1;12
12;have;;AUX;VBP;aux;[60, 64];have;boy;;;TheWalkingDead.Season01.Episode02;1;13
13;collected;;VERB;VBN;ccomp;[65, 74];collected;boy;;;TheWalkingDead.Season01.Episode02;1;14
14;.;;PUNCT;.;punct;[75, 76];.;boy;;;TheWalkingDead.Season01.Episode02;1;15
15;;;;;;;;;;;;;
16;lori_grimes Any;;DET;DT;det;[0, 3];Any;lori_grimes;;;TheWalkingDead.Season01.Episode02;2;1
17;luck;;NOUN;NN;ROOT;[4, 8];luck;lori_grimes;;;TheWalkingDead.Season01.Episode02;2;2
18;?;;PUNCT;.;punct;[9, 10];?;lori_grimes;;;TheWalkingDead.Season01.Episode02;2;3
19;;;;;;;;;;;;;
20;amy_harrison How;;ADV;WRB;advmod;[0, 3];How;amy_harrison;;;TheWalkingDead.Season01.Episode02;3;1
21;do;;AUX;VBP;aux;[4, 6];do;amy_harrison;;;TheWalkingDead.Season01.Episode02;3;2
