;Unnamed: 0;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord;labelDoccano
0;0;leonard_hofstadter Okay;;INTJ;UH;nsubj;[0, 4];Okay;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode09;1.0;1.0;
1;1;,;;PUNCT;,;punct;[5, 6];,;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode09;1.0;2.0;
2;2;the;;DET;DT;det;[7, 10];the;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode09;1.0;3.0;
3;3;X10s;;NOUN;NNS;appos;[11, 15];X10s;leonard_hofstadter;ORG;;TheBigBangTheory.Season01.Episode09;1.0;4.0;
4;4;are;;AUX;VBP;ROOT;[16, 19];are;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode09;1.0;5.0;
5;5;online;;ADJ;JJ;acomp;[20, 26];online;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode09;1.0;6.0;
6;6;.;;PUNCT;.;punct;[27, 28];.;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode09;1.0;7.0;
7;7;;;;;;;;;;;;;;
8;8;howard_wolowitz Gentlemen;;PROPN;NNP;npadvmod;[0, 9];Gentlemen;howard_wolowitz;;;TheBigBangTheory.Season01.Episode09;2.0;1.0;leonard_hofstadter-sheldon_cooper-raj_koothrappali
9;9;,;;PUNCT;,;punct;[10, 11];,;howard_wolowitz;;;TheBigBangTheory.Season01.Episode09;2.0;2.0;
10;10;I;howard_wolowitz;PRON;PRP;nsubj;[12, 13];I;howard_wolowitz;;1.0;TheBigBangTheory.Season01.Episode09;2.0;3.0;howard_wolowitz
11;11;am;;AUX;VBP;ROOT;[14, 16];am;howard_wolowitz;;;TheBigBangTheory.Season01.Episode09;2.0;4.0;
12;12;now;;ADV;RB;advmod;[17, 20];now;howard_wolowitz;;;TheBigBangTheory.Season01.Episode09;2.0;5.0;
13;13;about;;ADJ;JJ;acomp;[21, 26];about;howard_wolowitz;;;TheBigBangTheory.Season01.Episode09;2.0;6.0;
