;Unnamed: 0;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord;labelDoccano
0;0;raj_koothrappali Okay;;INTJ;UH;intj;[0, 4];Okay;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;1.0;
1;1;,;;PUNCT;,;punct;[5, 6];,;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;2.0;
2;2;if;;SCONJ;IN;mark;[7, 9];if;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;3.0;
3;3;no;;DET;DT;det;[10, 12];no;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;4.0;
4;4;-;;PUNCT;HYPH;punct;[13, 14];-;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;5.0;
5;5;one;;NOUN;NN;nsubj;[15, 18];one;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;6.0;
6;6;else;;ADV;RB;advmod;[19, 23];else;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;7.0;
7;7;will;;VERB;MD;aux;[24, 28];will;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;8.0;
8;8;say;;VERB;VB;advcl;[29, 32];say;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;9.0;
9;9;it;;PRON;PRP;dobj;[33, 35];it;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;10.0;
10;10;,;;PUNCT;,;punct;[36, 37];,;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;11.0;
11;11;I;raj_koothrappali;PRON;PRP;nsubj;[38, 39];I;raj_koothrappali;;1.0;TheBigBangTheory.Season01.Episode06;1.0;12.0;raj_koothrappali
12;12;will;;VERB;MD;ROOT;[40, 44];will;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;13.0;
13;13;.;;PUNCT;.;punct;[45, 46];.;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;14.0;
14;14;We;multiple_persons;PRON;PRP;nsubj;[47, 49];We;raj_koothrappali;;2.0;TheBigBangTheory.Season01.Episode06;1.0;15.0;leonard_hofstadter-sheldon_cooper-howard_wolowitz-raj_koothrappali
15;15;really;;ADV;RB;advmod;[50, 56];really;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;16.0;
16;16;suck;;VERB;VBP;ROOT;[57, 61];suck;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;17.0;
17;17;at;;ADP;IN;prep;[62, 64];at;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;18.0;
18;18;paintball;;NOUN;NN;pobj;[65, 74];paintball;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;19.0;
19;19;.;;PUNCT;.;punct;[75, 76];.;raj_koothrappali;;;TheBigBangTheory.Season01.Episode06;1.0;20.0;
20;20;;;;;;;;;;;;;;
21;21;howard_wolowitz That;;DET;DT;nsubj;[0, 4];That;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;2.0;1.0;
22;22;was;;AUX;VBD;relcl;[5, 8];wa;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;2.0;2.0;
23;23;absolutely;;ADV;RB;advmod;[9, 19];absolutely;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;2.0;3.0;
24;24;humiliating;;ADJ;JJ;acomp;[20, 31];humiliating;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;2.0;4.0;
25;25;.;;PUNCT;.;punct;[32, 33];.;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;2.0;5.0;
26;26;;;;;;;;;;;;;;
27;27;leonard_hofstadter Oh;;INTJ;UH;intj;[0, 2];Oh;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;3.0;1.0;
28;28;,;;PUNCT;,;punct;[3, 4];,;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;3.0;2.0;
29;29;come;;VERB;VB;advcl;[5, 9];come;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;3.0;3.0;
30;30;on;;ADP;RP;prt;[10, 12];on;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;3.0;4.0;
31;31;,;;PUNCT;,;punct;[13, 14];,;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;3.0;5.0;
32;32;some;;DET;DT;det;[15, 19];some;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;3.0;6.0;
33;33;battles;;NOUN;NNS;dep;[20, 27];battle;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;3.0;7.0;
34;34;you;howard_wolowitz;PRON;PRP;nsubj;[28, 31];you;leonard_hofstadter;;3.0;TheBigBangTheory.Season01.Episode06;3.0;8.0;howard_wolowitz
35;35;win;;VERB;VBP;relcl;[32, 35];win;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;3.0;9.0;
36;36;,;;PUNCT;,;punct;[36, 37];,;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;3.0;10.0;
37;37;some;;DET;DT;det;[38, 42];some;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;3.0;11.0;
38;38;battles;;NOUN;NNS;ROOT;[43, 50];battle;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;3.0;12.0;
39;39;you;howard_wolowitz;PRON;PRP;nsubj;[51, 54];you;leonard_hofstadter;;4.0;TheBigBangTheory.Season01.Episode06;3.0;13.0;howard_wolowitz
40;40;lose;;VERB;VBP;relcl;[55, 59];lose;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;3.0;14.0;
41;41;.;;PUNCT;.;punct;[60, 61];.;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;3.0;15.0;
42;42;;;;;;;;;;;;;;
43;43;howard_wolowitz Yes;;INTJ;UH;intj;[0, 3];Yes;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;1.0;
44;44;,;;PUNCT;,;punct;[4, 5];,;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;2.0;
45;45;but;;CCONJ;CC;cc;[6, 9];but;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;3.0;
46;46;you;leonard_hofstadter;PRON;PRP;nsubj;[10, 13];you;howard_wolowitz;;5.0;TheBigBangTheory.Season01.Episode06;4.0;4.0;leonard_hofstadter
47;47;do;;AUX;VBP;aux;[14, 16];do;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;5.0;
48;48;n't;;PART;RB;neg;[17, 20];n't;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;6.0;
49;49;have;;AUX;VB;ROOT;[21, 25];have;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;7.0;
50;50;to;;PART;TO;aux;[26, 28];to;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;8.0;
51;51;lose;;VERB;VB;xcomp;[29, 33];lose;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;9.0;
52;52;to;;ADP;IN;prep;[34, 36];to;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;10.0;
53;53;Kyle;;PROPN;NNP;compound;[37, 41];Kyle;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;11.0;UNKNOWN
54;54;Bernstein;;PROPN;NNP;poss;[42, 51];Bernstein;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;12.0;UNKNOWN
55;55;'s;;PART;POS;case;[52, 54];'s;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;13.0;
56;56;Bar;;PROPN;NNP;compound;[55, 58];Bar;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;14.0;
57;57;-;;PUNCT;HYPH;punct;[59, 60];-;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;15.0;
58;58;Mitzvah;;PROPN;NNP;compound;[61, 68];Mitzvah;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;16.0;
59;59;party;;NOUN;NN;pobj;[69, 74];party;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;17.0;
60;60;.;;PUNCT;.;punct;[75, 76];.;howard_wolowitz;;;TheBigBangTheory.Season01.Episode06;4.0;18.0;
61;61;;;;;;;;;;;;;;
62;62;leonard_hofstadter I;leonard_hofstadter;PRON;PRP;nsubj;[0, 1];I;leonard_hofstadter;;6.0;TheBigBangTheory.Season01.Episode06;5.0;1.0;leonard_hofstadter
63;63;think;;VERB;VBP;ccomp;[2, 7];think;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;5.0;2.0;
64;64;we;multiple_persons;PRON;PRP;nsubj;[8, 10];we;leonard_hofstadter;;7.0;TheBigBangTheory.Season01.Episode06;5.0;3.0;leonard_hofstadter-sheldon_cooper-howard_wolowitz-raj_koothrappali
65;65;have;;AUX;VBP;ccomp;[11, 15];have;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;5.0;4.0;
66;66;to;;PART;TO;aux;[16, 18];to;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;5.0;5.0;
67;67;acknowledge;;VERB;VB;xcomp;[19, 30];acknowledge;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;5.0;6.0;
68;68;,;;PUNCT;,;punct;[31, 32];,;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode06;5.0;7.0;
