;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;waymar_royce What;;PRON;WP;dobj;[0, 4];What;waymar_royce;;;GameOfThrones.Season01.Episode01;1;1
1;d’you;;PROPN;NNP;nsubj;[5, 10];d’you;waymar_royce;;;GameOfThrones.Season01.Episode01;1;2
2;expect;;VERB;VBP;ROOT;[11, 17];expect;waymar_royce;;;GameOfThrones.Season01.Episode01;1;3
3;?;;PUNCT;.;punct;[18, 19];?;waymar_royce;;;GameOfThrones.Season01.Episode01;1;4
4;They;;PRON;PRP;nsubj;[20, 24];They;waymar_royce;;;GameOfThrones.Season01.Episode01;1;5
5;’re;;VERB;VBP;ROOT;[25, 28];’re;waymar_royce;;;GameOfThrones.Season01.Episode01;1;6
6;savages;;NOUN;NNS;attr;[29, 36];savage;waymar_royce;;;GameOfThrones.Season01.Episode01;1;7
7;.;;PUNCT;.;punct;[37, 38];.;waymar_royce;;;GameOfThrones.Season01.Episode01;1;8
8;One;;NUM;CD;nummod;[39, 42];One;waymar_royce;CARDINAL;;GameOfThrones.Season01.Episode01;1;9
9;lot;;NOUN;NN;nsubj;[43, 46];lot;waymar_royce;;;GameOfThrones.Season01.Episode01;1;10
10;steals;;VERB;VBZ;ROOT;[47, 53];steal;waymar_royce;;;GameOfThrones.Season01.Episode01;1;11
11;a;;DET;DT;det;[54, 55];a;waymar_royce;;;GameOfThrones.Season01.Episode01;1;12
12;goat;;NOUN;NN;dobj;[56, 60];goat;waymar_royce;;;GameOfThrones.Season01.Episode01;1;13
13;from;;ADP;IN;prep;[61, 65];from;waymar_royce;;;GameOfThrones.Season01.Episode01;1;14
14;another;;DET;DT;det;[66, 73];another;waymar_royce;;;GameOfThrones.Season01.Episode01;1;15
15;lot;;NOUN;NN;pobj;[74, 77];lot;waymar_royce;;;GameOfThrones.Season01.Episode01;1;16
16;and;;CCONJ;CC;cc;[78, 81];and;waymar_royce;;;GameOfThrones.Season01.Episode01;1;17
17;before;;ADP;IN;mark;[82, 88];before;waymar_royce;;;GameOfThrones.Season01.Episode01;1;18
18;you;;PRON;PRP;nsubj;[89, 92];you;waymar_royce;;;GameOfThrones.Season01.Episode01;1;19
19;know;;VERB;VBP;advcl;[93, 97];know;waymar_royce;;;GameOfThrones.Season01.Episode01;1;20
20;it;;PRON;PRP;dobj;[98, 100];it;waymar_royce;;;GameOfThrones.Season01.Episode01;1;21
21;,;;PUNCT;,;punct;[101, 102];,;waymar_royce;;;GameOfThrones.Season01.Episode01;1;22
22;they;;PRON;PRP;nsubj;[103, 107];they;waymar_royce;;;GameOfThrones.Season01.Episode01;1;23
23;’re;;VERB;VBP;aux;[108, 111];’re;waymar_royce;;;GameOfThrones.Season01.Episode01;1;24
24;ripping;;VERB;VBG;conj;[112, 119];ripping;waymar_royce;;;GameOfThrones.Season01.Episode01;1;25
25;each;;DET;DT;det;[120, 124];each;waymar_royce;;;GameOfThrones.Season01.Episode01;1;26
26;other;;ADJ;JJ;dobj;[125, 130];other;waymar_royce;;;GameOfThrones.Season01.Episode01;1;27
27;to;;ADP;IN;prep;[131, 133];to;waymar_royce;;;GameOfThrones.Season01.Episode01;1;28
28;pieces;;NOUN;NNS;pobj;[134, 140];piece;waymar_royce;;;GameOfThrones.Season01.Episode01;1;29
29;.;;PUNCT;.;punct;[141, 142];.;waymar_royce;;;GameOfThrones.Season01.Episode01;1;30
30;;;;;;;;;;;;;
31;will I;will;PRON;PRP;nsubj;[0, 1];I;will;;1;GameOfThrones.Season01.Episode01;2;1
32;’ve;;VERB;VB;aux;[2, 5];’ve;will;;;GameOfThrones.Season01.Episode01;2;2
33;never;;ADV;RB;neg;[6, 11];never;will;;;GameOfThrones.Season01.Episode01;2;3
34;seen;;VERB;VBN;ROOT;[12, 16];seen;will;;;GameOfThrones.Season01.Episode01;2;4
35;wildlings;;NOUN;NNS;nsubj;[17, 26];wildlings;will;;;GameOfThrones.Season01.Episode01;2;5
36;do;;AUX;VB;ccomp;[27, 29];do;will;;;GameOfThrones.Season01.Episode01;2;6
37;a;;DET;DT;det;[30, 31];a;will;;;GameOfThrones.Season01.Episode01;2;7
38;thing;;NOUN;NN;dobj;[32, 37];thing;will;;;GameOfThrones.Season01.Episode01;2;8
39;like;;SCONJ;IN;prep;[38, 42];like;will;;;GameOfThrones.Season01.Episode01;2;9
40;this;;DET;DT;pobj;[43, 47];this;will;;;GameOfThrones.Season01.Episode01;2;10
41;.;;PUNCT;.;punct;[48, 49];.;will;;;GameOfThrones.Season01.Episode01;2;11
42;I;will;PRON;PRP;nsubj;[50, 51];I;will;;2;GameOfThrones.Season01.Episode01;2;12
43;’ve;;VERB;VB;aux;[52, 55];’ve;will;;;GameOfThrones.Season01.Episode01;2;13
44;never;;ADV;RB;neg;[56, 61];never;will;;;GameOfThrones.Season01.Episode01;2;14
45;seen;;VERB;VBN;ROOT;[62, 66];seen;will;;;GameOfThrones.Season01.Episode01;2;15
46;a;;DET;DT;det;[67, 68];a;will;;;GameOfThrones.Season01.Episode01;2;16
47;thing;;NOUN;NN;dobj;[69, 74];thing;will;;;GameOfThrones.Season01.Episode01;2;17
48;like;;SCONJ;IN;prep;[75, 79];like;will;;;GameOfThrones.Season01.Episode01;2;18
49;this;;DET;DT;pobj;[80, 84];this;will;;;GameOfThrones.Season01.Episode01;2;19
50;,;;PUNCT;,;punct;[85, 86];,;will;;;GameOfThrones.Season01.Episode01;2;20
51;not;;PART;RB;neg;[87, 90];not;will;;;GameOfThrones.Season01.Episode01;2;21
52;ever;;ADV;RB;advmod;[91, 95];ever;will;;;GameOfThrones.Season01.Episode01;2;22
53;in;;ADP;IN;prep;[96, 98];in;will;;;GameOfThrones.Season01.Episode01;2;23
54;my;will;DET;PRP$;poss;[99, 101];my;will;;3;GameOfThrones.Season01.Episode01;2;24
55;life;;NOUN;NN;pobj;[102, 106];life;will;;;GameOfThrones.Season01.Episode01;2;25
56;.;;PUNCT;.;punct;[107, 108];.;will;;;GameOfThrones.Season01.Episode01;2;26
57;;;;;;;;;;;;;
58;waymar_royce How;;ADV;WRB;advmod;[0, 3];How;waymar_royce;;;GameOfThrones.Season01.Episode01;3;1
59;close;;ADV;RB;advmod;[4, 9];close;waymar_royce;;;GameOfThrones.Season01.Episode01;3;2
60;did;;AUX;VBD;aux;[10, 13];did;waymar_royce;;;GameOfThrones.Season01.Episode01;3;3
61;you;will;PRON;PRP;nsubj;[14, 17];you;waymar_royce;;4;GameOfThrones.Season01.Episode01;3;4
62;get;;AUX;VB;ROOT;[18, 21];get;waymar_royce;;;GameOfThrones.Season01.Episode01;3;5
63;?;;PUNCT;.;punct;[22, 23];?;waymar_royce;;;GameOfThrones.Season01.Episode01;3;6
64;;;;;;;;;;;;;
65;will Close;;VERB;VB;ROOT;[0, 5];Close;will;;;GameOfThrones.Season01.Episode01;4;1
66;as;;SCONJ;IN;mark;[6, 8];a;will;;;GameOfThrones.Season01.Episode01;4;2
67;any;;DET;DT;det;[9, 12];any;will;;;GameOfThrones.Season01.Episode01;4;3
68;man;;NOUN;NN;nsubj;[13, 16];man;will;;;GameOfThrones.Season01.Episode01;4;4
69;would;;VERB;MD;advcl;[17, 22];would;will;;;GameOfThrones.Season01.Episode01;4;5
70;.;;PUNCT;.;punct;[23, 24];.;will;;;GameOfThrones.Season01.Episode01;4;6
71;;;;;;;;;;;;;
72;gared We;multiple_persons;PRON;PRP;nsubj;[0, 2];We;gared;;5;GameOfThrones.Season01.Episode01;5;1
73;should;;VERB;MD;aux;[3, 9];should;gared;;;GameOfThrones.Season01.Episode01;5;2
74;head;;VERB;VB;ccomp;[10, 14];head;gared;;;GameOfThrones.Season01.Episode01;5;3
75;back;;ADV;RB;advmod;[15, 19];back;gared;;;GameOfThrones.Season01.Episode01;5;4
76;to;;ADP;IN;prep;[20, 22];to;gared;;;GameOfThrones.Season01.Episode01;5;5
77;the;;DET;DT;det;[23, 26];the;gared;;;GameOfThrones.Season01.Episode01;5;6
78;wall;;NOUN;NN;pobj;[27, 31];wall;gared;;;GameOfThrones.Season01.Episode01;5;7
79;.;;PUNCT;.;punct;[32, 33];.;gared;;;GameOfThrones.Season01.Episode01;5;8
80;;;;;;;;;;;;;
81;waymar_royce Do;;AUX;VBP;aux;[0, 2];Do;waymar_royce;;;GameOfThrones.Season01.Episode01;6;1
82;the;;DET;DT;det;[3, 6];the;waymar_royce;;;GameOfThrones.Season01.Episode01;6;2
83;dead;;ADV;RB;nsubj;[7, 11];dead;waymar_royce;;;GameOfThrones.Season01.Episode01;6;3
84;frighten;;VERB;VB;ROOT;[12, 20];frighten;waymar_royce;;;GameOfThrones.Season01.Episode01;6;4
85;you;gared;PRON;PRP;dobj;[21, 24];you;waymar_royce;;6;GameOfThrones.Season01.Episode01;6;5
86;?;;PUNCT;.;punct;[25, 26];?;waymar_royce;;;GameOfThrones.Season01.Episode01;6;6
87;;;;;;;;;;;;;
88;gared Our;multiple_persons;DET;PRP$;poss;[0, 3];Our;gared;;7;GameOfThrones.Season01.Episode01;7;1
89;orders;;NOUN;NNS;nsubj;[4, 10];order;gared;;;GameOfThrones.Season01.Episode01;7;2
90;were;;AUX;VBD;ccomp;[11, 15];were;gared;;;GameOfThrones.Season01.Episode01;7;3
91;to;;PART;TO;aux;[16, 18];to;gared;;;GameOfThrones.Season01.Episode01;7;4
92;track;;VERB;VB;xcomp;[19, 24];track;gared;;;GameOfThrones.Season01.Episode01;7;5
93;the;;DET;DT;det;[25, 28];the;gared;;;GameOfThrones.Season01.Episode01;7;6
94;wildlings;;NOUN;NNS;dobj;[29, 38];wildlings;gared;;;GameOfThrones.Season01.Episode01;7;7
95;.;;PUNCT;.;punct;[39, 40];.;gared;;;GameOfThrones.Season01.Episode01;7;8
96;We;multiple_persons;PRON;PRP;nsubj;[41, 43];We;gared;;8;GameOfThrones.Season01.Episode01;7;9
97;tracked;;VERB;VBD;ROOT;[44, 51];tracked;gared;;;GameOfThrones.Season01.Episode01;7;10
98;them;;PRON;PRP;dobj;[52, 56];them;gared;;;GameOfThrones.Season01.Episode01;7;11
99;.;;PUNCT;.;punct;[57, 58];.;gared;;;GameOfThrones.Season01.Episode01;7;12
100;They;;PRON;PRP;nsubj;[59, 63];They;gared;;;GameOfThrones.Season01.Episode01;7;13
101;wo;;VERB;MD;aux;[64, 66];wo;gared;;;GameOfThrones.Season01.Episode01;7;14
102;n’t;;PART;RB;neg;[67, 70];n’t;gared;;;GameOfThrones.Season01.Episode01;7;15
103;trouble;;VERB;VB;ROOT;[71, 78];trouble;gared;;;GameOfThrones.Season01.Episode01;7;16
104;us;multiple_persons;PRON;PRP;dobj;[79, 81];u;gared;;9;GameOfThrones.Season01.Episode01;7;17
105;no;;ADV;RB;neg;[82, 84];no;gared;;;GameOfThrones.Season01.Episode01;7;18
106;more;;ADV;RBR;advmod;[85, 89];more;gared;;;GameOfThrones.Season01.Episode01;7;19
107;.;;PUNCT;.;punct;[90, 91];.;gared;;;GameOfThrones.Season01.Episode01;7;20
108;;;;;;;;;;;;;
109;waymar_royce You;will;PRON;PRP;nsubj;[0, 3];You;waymar_royce;;10;GameOfThrones.Season01.Episode01;8;1
110;do;;AUX;VBP;aux;[4, 6];do;waymar_royce;;;GameOfThrones.Season01.Episode01;8;2
111;n’t;;PART;RB;neg;[7, 10];n’t;waymar_royce;;;GameOfThrones.Season01.Episode01;8;3
112;think;;VERB;VB;ROOT;[11, 16];think;waymar_royce;;;GameOfThrones.Season01.Episode01;8;4
113;he;UNKNOWN;PRON;PRP;nsubj;[17, 19];he;waymar_royce;;11;GameOfThrones.Season01.Episode01;8;5
114;’ll;;VERB;MD;aux;[20, 23];’ll;waymar_royce;;;GameOfThrones.Season01.Episode01;8;6
115;ask;;VERB;VB;ccomp;[24, 27];ask;waymar_royce;;;GameOfThrones.Season01.Episode01;8;7
116;us;multiple_persons;PRON;PRP;dobj;[28, 30];u;waymar_royce;;12;GameOfThrones.Season01.Episode01;8;8
117;how;;ADV;WRB;advmod;[31, 34];how;waymar_royce;;;GameOfThrones.Season01.Episode01;8;9
118;they;;PRON;PRP;nsubj;[35, 39];they;waymar_royce;;;GameOfThrones.Season01.Episode01;8;10
119;died;;VERB;VBD;ccomp;[40, 44];died;waymar_royce;;;GameOfThrones.Season01.Episode01;8;11
120;?;;PUNCT;.;punct;[45, 46];?;waymar_royce;;;GameOfThrones.Season01.Episode01;8;12
121;Get;;AUX;VB;ROOT;[47, 50];Get;waymar_royce;;;GameOfThrones.Season01.Episode01;8;13
122;back;;ADV;RB;advmod;[51, 55];back;waymar_royce;;;GameOfThrones.Season01.Episode01;8;14
123;on;;ADP;IN;prep;[56, 58];on;waymar_royce;;;GameOfThrones.Season01.Episode01;8;15
124;your;gared;DET;PRP$;poss;[59, 63];your;waymar_royce;;13;GameOfThrones.Season01.Episode01;8;16
125;horse;;NOUN;NN;pobj;[64, 69];horse;waymar_royce;;;GameOfThrones.Season01.Episode01;8;17
126;.;;PUNCT;.;punct;[70, 71];.;waymar_royce;;;GameOfThrones.Season01.Episode01;8;18
127;;;;;;;;;;;;;
128;will Whatever;;PRON;WP;nsubj;[0, 8];Whatever;will;;;GameOfThrones.Season01.Episode01;9;1
129;did;;AUX;VBD;csubj;[9, 12];did;will;;;GameOfThrones.Season01.Episode01;9;2
130;it;;PRON;PRP;dobj;[13, 15];it;will;;;GameOfThrones.Season01.Episode01;9;3
131;to;;ADP;IN;prep;[16, 18];to;will;;;GameOfThrones.Season01.Episode01;9;4
132;them;;PRON;PRP;pobj;[19, 23];them;will;;;GameOfThrones.Season01.Episode01;9;5
133;could;;VERB;MD;aux;[24, 29];could;will;;;GameOfThrones.Season01.Episode01;9;6
134;do;;AUX;VB;ROOT;[30, 32];do;will;;;GameOfThrones.Season01.Episode01;9;7
135;it;;PRON;PRP;dobj;[33, 35];it;will;;;GameOfThrones.Season01.Episode01;9;8
