;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;eddard_stark Does;;AUX;VBZ;aux;[0, 4];Does;eddard_stark;;;GameOfThrones.Season01.Episode05;1;1
1;Ser;;PROPN;NNP;compound;[5, 8];Ser;eddard_stark;;;GameOfThrones.Season01.Episode05;1;2
2;Hugh;hugh_of_the_vale;PROPN;NNP;nsubj;[9, 13];Hugh;eddard_stark;;1;GameOfThrones.Season01.Episode05;1;3
3;have;;AUX;VB;ROOT;[14, 18];have;eddard_stark;;;GameOfThrones.Season01.Episode05;1;4
4;any;;DET;DT;det;[19, 22];any;eddard_stark;;;GameOfThrones.Season01.Episode05;1;5
5;family;;NOUN;NN;dobj;[23, 29];family;eddard_stark;;;GameOfThrones.Season01.Episode05;1;6
6;in;;ADP;IN;prep;[30, 32];in;eddard_stark;;;GameOfThrones.Season01.Episode05;1;7
7;the;;DET;DT;det;[33, 36];the;eddard_stark;;;GameOfThrones.Season01.Episode05;1;8
8;capital;;NOUN;NN;pobj;[37, 44];capital;eddard_stark;;;GameOfThrones.Season01.Episode05;1;9
9;?;;PUNCT;.;punct;[45, 46];?;eddard_stark;;;GameOfThrones.Season01.Episode05;1;10
10;;;;;;;;;;;;;
11;barristan_selmy No;;INTJ;UH;ROOT;[0, 2];No;barristan_selmy;;;GameOfThrones.Season01.Episode05;2;1
12;.;;PUNCT;.;punct;[3, 4];.;barristan_selmy;;;GameOfThrones.Season01.Episode05;2;2
13;I;barristan_selmy;PRON;PRP;nsubj;[5, 6];I;barristan_selmy;;2;GameOfThrones.Season01.Episode05;2;3
14;stood;;VERB;VBD;ROOT;[7, 12];stood;barristan_selmy;;;GameOfThrones.Season01.Episode05;2;4
15;vigil;;NOUN;NN;dobj;[13, 18];vigil;barristan_selmy;;;GameOfThrones.Season01.Episode05;2;5
16;for;;ADP;IN;prep;[19, 22];for;barristan_selmy;;;GameOfThrones.Season01.Episode05;2;6
17;him;UNKNOWN;PRON;PRP;pobj;[23, 26];him;barristan_selmy;;3;GameOfThrones.Season01.Episode05;2;7
18;myself;barristan_selmy;PRON;PRP;npadvmod;[27, 33];myself;barristan_selmy;;4;GameOfThrones.Season01.Episode05;2;8
19;last;;ADJ;JJ;amod;[34, 38];last;barristan_selmy;;;GameOfThrones.Season01.Episode05;2;9
20;night;;NOUN;NN;npadvmod;[39, 44];night;barristan_selmy;;;GameOfThrones.Season01.Episode05;2;10
21;.;;PUNCT;.;punct;[45, 46];.;barristan_selmy;;;GameOfThrones.Season01.Episode05;2;11
22;He;UNKNOWN;PRON;PRP;nsubj;[47, 49];He;barristan_selmy;;5;GameOfThrones.Season01.Episode05;2;12
23;had;;AUX;VBD;ROOT;[50, 53];had;barristan_selmy;;;GameOfThrones.Season01.Episode05;2;13
24;no;;DET;DT;det;[54, 56];no;barristan_selmy;;;GameOfThrones.Season01.Episode05;2;14
25;one;;NOUN;NN;dobj;[57, 60];one;barristan_selmy;;;GameOfThrones.Season01.Episode05;2;15
26;else;;ADV;RB;advmod;[61, 65];else;barristan_selmy;;;GameOfThrones.Season01.Episode05;2;16
27;.;;PUNCT;.;punct;[66, 67];.;barristan_selmy;;;GameOfThrones.Season01.Episode05;2;17
28;;;;;;;;;;;;;
29;eddard_stark He;UNKNOWN;PRON;PRP;nsubj;[0, 2];He;eddard_stark;;6;GameOfThrones.Season01.Episode05;3;1
30;'d;;VERB;MD;aux;[3, 5];'d;eddard_stark;;;GameOfThrones.Season01.Episode05;3;2
31;never;;ADV;RB;neg;[6, 11];never;eddard_stark;;;GameOfThrones.Season01.Episode05;3;3
32;worn;;VERB;VBN;ROOT;[12, 16];worn;eddard_stark;;;GameOfThrones.Season01.Episode05;3;4
33;this;;DET;DT;det;[17, 21];this;eddard_stark;;;GameOfThrones.Season01.Episode05;3;5
34;armor;;NOUN;NN;dobj;[22, 27];armor;eddard_stark;;;GameOfThrones.Season01.Episode05;3;6
35;before;;ADV;RB;advmod;[28, 34];before;eddard_stark;;;GameOfThrones.Season01.Episode05;3;7
36;.;;PUNCT;.;punct;[35, 36];.;eddard_stark;;;GameOfThrones.Season01.Episode05;3;8
37;;;;;;;;;;;;;
38;barristan_selmy Bad;;ADJ;JJ;nsubj;[0, 3];Bad;barristan_selmy;;;GameOfThrones.Season01.Episode05;4;1
39;luck;;NOUN;NN;ROOT;[4, 8];luck;barristan_selmy;;;GameOfThrones.Season01.Episode05;4;2
40;for;;ADP;IN;prep;[9, 12];for;barristan_selmy;;;GameOfThrones.Season01.Episode05;4;3
41;him;UNKNOWN;PRON;PRP;pobj;[13, 16];him;barristan_selmy;;7;GameOfThrones.Season01.Episode05;4;4
42;...;;PUNCT;:;punct;[17, 20];...;barristan_selmy;;;GameOfThrones.Season01.Episode05;4;5
43;Going;;VERB;VBG;ROOT;[21, 26];Going;barristan_selmy;;;GameOfThrones.Season01.Episode05;4;6
44;against;;ADP;IN;prep;[27, 34];against;barristan_selmy;;;GameOfThrones.Season01.Episode05;4;7
45;the;;DET;DT;det;[35, 38];the;barristan_selmy;;;GameOfThrones.Season01.Episode05;4;8
46;Mountain;;PROPN;NNP;pobj;[39, 47];Mountain;barristan_selmy;;;GameOfThrones.Season01.Episode05;4;9
47;.;;PUNCT;.;punct;[48, 49];.;barristan_selmy;;;GameOfThrones.Season01.Episode05;4;10
48;;;;;;;;;;;;;
49;eddard_stark Who;;PRON;WP;nsubj;[0, 3];Who;eddard_stark;;;GameOfThrones.Season01.Episode05;5;1
50;determines;;VERB;VBZ;ROOT;[4, 14];determines;eddard_stark;;;GameOfThrones.Season01.Episode05;5;2
51;the;;DET;DT;det;[15, 18];the;eddard_stark;;;GameOfThrones.Season01.Episode05;5;3
52;draw;;NOUN;NN;dobj;[19, 23];draw;eddard_stark;;;GameOfThrones.Season01.Episode05;5;4
53;?;;PUNCT;.;punct;[24, 25];?;eddard_stark;;;GameOfThrones.Season01.Episode05;5;5
54;;;;;;;;;;;;;
55;barristan_selmy All;;DET;PDT;predet;[0, 3];All;barristan_selmy;;;GameOfThrones.Season01.Episode05;6;1
56;the;;DET;DT;det;[4, 7];the;barristan_selmy;;;GameOfThrones.Season01.Episode05;6;2
57;knights;;NOUN;NNS;nsubj;[8, 15];knight;barristan_selmy;;;GameOfThrones.Season01.Episode05;6;3
58;draw;;NOUN;NN;ccomp;[16, 20];draw;barristan_selmy;;;GameOfThrones.Season01.Episode05;6;4
59;straws;;NOUN;NNS;dobj;[21, 27];straw;barristan_selmy;;;GameOfThrones.Season01.Episode05;6;5
60;,;;PUNCT;,;punct;[28, 29];,;barristan_selmy;;;GameOfThrones.Season01.Episode05;6;6
61;Lord;lord_varys;PROPN;NNP;compound;[30, 34];Lord;barristan_selmy;;8;GameOfThrones.Season01.Episode05;6;7
62;Stark;benjen_stark;PROPN;NNP;ROOT;[35, 40];Stark;barristan_selmy;;9;GameOfThrones.Season01.Episode05;6;8
63;.;;PUNCT;.;punct;[41, 42];.;barristan_selmy;;;GameOfThrones.Season01.Episode05;6;9
64;;;;;;;;;;;;;
65;eddard_stark Aye;;ADV;RB;ROOT;[0, 3];Aye;eddard_stark;;;GameOfThrones.Season01.Episode05;7;1
66;...;;PUNCT;:;punct;[4, 7];...;eddard_stark;;;GameOfThrones.Season01.Episode05;7;2
67;But;;CCONJ;CC;cc;[8, 11];But;eddard_stark;;;GameOfThrones.Season01.Episode05;7;3
68;who;;PRON;WP;nsubj;[12, 15];who;eddard_stark;;;GameOfThrones.Season01.Episode05;7;4
69;holds;;VERB;VBZ;ROOT;[16, 21];hold;eddard_stark;;;GameOfThrones.Season01.Episode05;7;5
70;the;;DET;DT;det;[22, 25];the;eddard_stark;;;GameOfThrones.Season01.Episode05;7;6
71;straws;;NOUN;NN;dobj;[26, 32];straw;eddard_stark;;;GameOfThrones.Season01.Episode05;7;7
72;?;;PUNCT;.;punct;[33, 34];?;eddard_stark;;;GameOfThrones.Season01.Episode05;7;8
73;You;barristan_selmy;PRON;PRP;nsubj;[35, 38];You;eddard_stark;;10;GameOfThrones.Season01.Episode05;7;9
74;'ve;;AUX;VB;aux;[39, 42];'ve;eddard_stark;;;GameOfThrones.Season01.Episode05;7;10
75;done;;VERB;VBN;ROOT;[43, 47];done;eddard_stark;;;GameOfThrones.Season01.Episode05;7;11
76;good;;ADJ;JJ;amod;[48, 52];good;eddard_stark;;;GameOfThrones.Season01.Episode05;7;12
77;work;;NOUN;NN;dobj;[53, 57];work;eddard_stark;;;GameOfThrones.Season01.Episode05;7;13
78;,;;PUNCT;,;punct;[58, 59];,;eddard_stark;;;GameOfThrones.Season01.Episode05;7;14
79;Sisters;;NOUN;NNS;npadvmod;[60, 67];Sisters;eddard_stark;;;GameOfThrones.Season01.Episode05;7;15
80;.;;PUNCT;.;punct;[68, 69];.;eddard_stark;;;GameOfThrones.Season01.Episode05;7;16
81;;;;;;;;;;;;;
82;barristan_selmy Life;;NOUN;NN;nsubj;[0, 4];Life;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;1
83;is;;AUX;VBZ;ROOT;[5, 7];is;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;2
84;strange;;ADJ;JJ;acomp;[8, 15];strange;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;3
85;.;;PUNCT;.;punct;[16, 17];.;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;4
86;Not;;PART;RB;neg;[18, 21];Not;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;5
87;so;;ADV;RB;advmod;[22, 24];so;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;6
88;many;;ADJ;JJ;amod;[25, 29];many;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;7
89;years;;NOUN;NNS;npadvmod;[30, 35];year;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;8
90;ago;;ADV;RB;advmod;[36, 39];ago;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;9
91;we;multiple_persons;PRON;PRP;nsubj;[40, 42];we;barristan_selmy;;11;GameOfThrones.Season01.Episode05;8;10
92;fought;;VERB;VBD;ROOT;[43, 49];fought;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;11
93;as;;SCONJ;IN;prep;[50, 52];a;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;12
94;enemies;;NOUN;NNS;pobj;[53, 60];enemy;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;13
95;at;;ADP;IN;prep;[61, 63];at;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;14
96;the;;DET;DT;det;[64, 67];the;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;15
97;Trident;;PROPN;NNP;pobj;[68, 75];Trident;barristan_selmy;PRODUCT;;GameOfThrones.Season01.Episode05;8;16
98;.;;PUNCT;.;punct;[76, 77];.;barristan_selmy;;;GameOfThrones.Season01.Episode05;8;17
99;;;;;;;;;;;;;
100;eddard_stark I;eddard_stark;PRON;PRP;nsubj;[0, 1];I;eddard_stark;;12;GameOfThrones.Season01.Episode05;9;1
101;'m;;AUX;VBP;ROOT;[2, 4];'m;eddard_stark;;;GameOfThrones.Season01.Episode05;9;2
102;glad;;ADJ;JJ;acomp;[5, 9];glad;eddard_stark;;;GameOfThrones.Season01.Episode05;9;3
103;we;multiple_persons;PRON;PRP;nsubj;[10, 12];we;eddard_stark;;13;GameOfThrones.Season01.Episode05;9;4
104;never;;ADV;RB;neg;[13, 18];never;eddard_stark;;;GameOfThrones.Season01.Episode05;9;5
105;met;;VERB;VBD;ccomp;[19, 22];met;eddard_stark;;;GameOfThrones.Season01.Episode05;9;6
106;on;;ADP;IN;prep;[23, 25];on;eddard_stark;;;GameOfThrones.Season01.Episode05;9;7
107;the;;DET;DT;det;[26, 29];the;eddard_stark;;;GameOfThrones.Season01.Episode05;9;8
108;field;;NOUN;NN;pobj;[30, 35];field;eddard_stark;;;GameOfThrones.Season01.Episode05;9;9
109;,;;PUNCT;,;punct;[36, 37];,;eddard_stark;;;GameOfThrones.Season01.Episode05;9;10
110;Ser;;PROPN;NNP;compound;[38, 41];Ser;eddard_stark;;;GameOfThrones.Season01.Episode05;9;11
111;Barristan;barristan_selmy;PROPN;NNP;npadvmod;[42, 51];Barristan;eddard_stark;;14;GameOfThrones.Season01.Episode05;9;12
112;...;;PUNCT;NFP;punct;[52, 55];...;eddard_stark;;;GameOfThrones.Season01.Episode05;9;13
113;as;;SCONJ;IN;mark;[56, 58];a;eddard_stark;;;GameOfThrones.Season01.Episode05;9;14
114;is;;AUX;VBZ;ROOT;[59, 61];is;eddard_stark;;;GameOfThrones.Season01.Episode05;9;15
115;my;eddard_stark;DET;PRP$;poss;[62, 64];my;eddard_stark;;15;GameOfThrones.Season01.Episode05;9;16
116;wife;;NOUN;NN;nsubj;[65, 69];wife;eddard_stark;;;GameOfThrones.Season01.Episode05;9;17
117;.;;PUNCT;.;punct;[70, 71];.;eddard_stark;;;GameOfThrones.Season01.Episode05;9;18
118;I;eddard_stark;PRON;PRP;nsubj;[72, 73];I;eddard_stark;;16;GameOfThrones.Season01.Episode05;9;19
119;do;;AUX;VBP;aux;[74, 76];do;eddard_stark;;;GameOfThrones.Season01.Episode05;9;20
120;n't;;PART;RB;neg;[77, 80];n't;eddard_stark;;;GameOfThrones.Season01.Episode05;9;21
121;think;;VERB;VB;ROOT;[81, 86];think;eddard_stark;;;GameOfThrones.Season01.Episode05;9;22
122;the;;DET;DT;det;[87, 90];the;eddard_stark;;;GameOfThrones.Season01.Episode05;9;23
123;widow;;NOUN;NN;poss;[91, 96];widow;eddard_stark;;;GameOfThrones.Season01.Episode05;9;24
124;'s;;PART;POS;case;[97, 99];'s;eddard_stark;;;GameOfThrones.Season01.Episode05;9;25
125;life;;NOUN;NN;nsubj;[100, 104];life;eddard_stark;;;GameOfThrones.Season01.Episode05;9;26
126;would;;VERB;MD;aux;[105, 110];would;eddard_stark;;;GameOfThrones.Season01.Episode05;9;27
127;suit;;VERB;VB;ccomp;[111, 115];suit;eddard_stark;;;GameOfThrones.Season01.Episode05;9;28
128;her;UNKNOWN;PRON;PRP;dobj;[116, 119];her;eddard_stark;;17;GameOfThrones.Season01.Episode05;9;29
129;.;;PUNCT;.;punct;[120, 121];.;eddard_stark;;;GameOfThrones.Season01.Episode05;9;30
130;;;;;;;;;;;;;
131;barristan_selmy You;eddard_stark;PRON;PRP;nsubj;[0, 3];You;barristan_selmy;;18;GameOfThrones.Season01.Episode05;10;1
132;'re;;AUX;VBP;ROOT;[4, 7];'re;barristan_selmy;;;GameOfThrones.Season01.Episode05;10;2
133;too;;ADV;RB;advmod;[8, 11];too;barristan_selmy;;;GameOfThrones.Season01.Episode05;10;3
134;modest;;ADJ;JJ;acomp;[12, 18];modest;barristan_selmy;;;GameOfThrones.Season01.Episode05;10;4
135;.;;PUNCT;.;punct;[19, 20];.;barristan_selmy;;;GameOfThrones.Season01.Episode05;10;5
136;I;barristan_selmy;PRON;PRP;nsubj;[21, 22];I;barristan_selmy;;19;GameOfThrones.Season01.Episode05;10;6
137;'ve;;AUX;VB;aux;[23, 26];'ve;barristan_selmy;;;GameOfThrones.Season01.Episode05;10;7
138;seen;;VERB;VBN;ROOT;[27, 31];seen;barristan_selmy;;;GameOfThrones.Season01.Episode05;10;8
139;you;eddard_stark;PRON;PRP;nsubj;[32, 35];you;barristan_selmy;;20;GameOfThrones.Season01.Episode05;10;9
140;cut;;VERB;VB;ccomp;[36, 39];cut;barristan_selmy;;;GameOfThrones.Season01.Episode05;10;10
141;down;;ADP;RP;prt;[40, 44];down;barristan_selmy;;;GameOfThrones.Season01.Episode05;10;11
142;a;;DET;DT;quantmod;[45, 46];a;barristan_selmy;;;GameOfThrones.Season01.Episode05;10;12
143;dozen;;NOUN;NN;nummod;[47, 52];dozen;barristan_selmy;;;GameOfThrones.Season01.Episode05;10;13
144;great;;ADJ;JJ;amod;[53, 58];great;barristan_selmy;;;GameOfThrones.Season01.Episode05;10;14
145;knights;;NOUN;NNS;dobj;[59, 66];knight;barristan_selmy;;;GameOfThrones.Season01.Episode05;10;15
146;.;;PUNCT;.;punct;[67, 68];.;barristan_selmy;;;GameOfThrones.Season01.Episode05;10;16
147;;;;;;;;;;;;;
148;eddard_stark My;eddard_stark;DET;PRP$;poss;[0, 2];My;eddard_stark;;21;GameOfThrones.Season01.Episode05;11;1
149;father;eddard_stark's_father;NOUN;NN;nsubj;[3, 9];father;eddard_stark;;22;GameOfThrones.Season01.Episode05;11;2
150;once;;ADV;RB;advmod;[10, 14];once;eddard_stark;;;GameOfThrones.Season01.Episode05;11;3
151;told;;VERB;VBD;ROOT;[15, 19];told;eddard_stark;;;GameOfThrones.Season01.Episode05;11;4
152;me;eddard_stark;PRON;PRP;dobj;[20, 22];me;eddard_stark;;23;GameOfThrones.Season01.Episode05;11;5
153;you;barristan_selmy;PRON;PRP;nsubj;[23, 26];you;eddard_stark;;24;GameOfThrones.Season01.Episode05;11;6
154;were;;AUX;VBD;ccomp;[27, 31];were;eddard_stark;;;GameOfThrones.Season01.Episode05;11;7
155;the;;DET;DT;det;[32, 35];the;eddard_stark;;;GameOfThrones.Season01.Episode05;11;8
156;best;;ADJ;JJS;attr;[36, 40];best;eddard_stark;;;GameOfThrones.Season01.Episode05;11;9
157;he;UNKNOWN;PRON;PRP;nsubj;[41, 43];he;eddard_stark;;25;GameOfThrones.Season01.Episode05;11;10
158;'d;;VERB;MD;aux;[44, 46];'d;eddard_stark;;;GameOfThrones.Season01.Episode05;11;11
159;ever;;ADV;RB;advmod;[47, 51];ever;eddard_stark;;;GameOfThrones.Season01.Episode05;11;12
160;seen;;VERB;VBN;relcl;[52, 56];seen;eddard_stark;;;GameOfThrones.Season01.Episode05;11;13
161;.;;PUNCT;.;punct;[57, 58];.;eddard_stark;;;GameOfThrones.Season01.Episode05;11;14
162;I;eddard_stark;PRON;PRP;nsubj;[59, 60];I;eddard_stark;;26;GameOfThrones.Season01.Episode05;11;15
163;never;;ADV;RB;neg;[61, 66];never;eddard_stark;;;GameOfThrones.Season01.Episode05;11;16
164;knew;;VERB;VBD;ROOT;[67, 71];knew;eddard_stark;;;GameOfThrones.Season01.Episode05;11;17
165;the;;DET;DT;det;[72, 75];the;eddard_stark;;;GameOfThrones.Season01.Episode05;11;18
166;man;;NOUN;NN;nsubj;[76, 79];man;eddard_stark;;;GameOfThrones.Season01.Episode05;11;19
