;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;"jaime_lannister """;;PUNCT;``;punct;[0, 1];"""";jaime_lannister;;;GameOfThrones.Season01.Episode07;1;1
1;Summoned;;VERB;VBN;acl;[2, 10];Summoned;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;2
2;to;;ADP;IN;prep;[11, 13];to;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;3
3;court;;NOUN;NN;pobj;[14, 19];court;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;4
4;to;;PART;TO;aux;[20, 22];to;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;5
5;answer;;VERB;VB;xcomp;[23, 29];answer;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;6
6;for;;ADP;IN;prep;[30, 33];for;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;7
7;the;;DET;DT;det;[34, 37];the;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;8
8;crimes;;NOUN;NNS;pobj;[38, 44];crime;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;9
9;of;;ADP;IN;prep;[45, 47];of;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;10
10;your;;DET;PRP$;poss;[48, 52];your;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;11
11;bannerman;;NOUN;NN;compound;[53, 62];bannerman;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;12
12;Gregor;;PROPN;NNP;compound;[63, 69];Gregor;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;13
13;Clegane;gregor_clegane;PROPN;NNP;pobj;[70, 77];Clegane;jaime_lannister;;1;GameOfThrones.Season01.Episode07;1;14
14;,;;PUNCT;,;punct;[78, 79];,;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;15
15;the;;DET;DT;det;[80, 83];the;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;16
16;Mountain;;PROPN;NNP;appos;[84, 92];Mountain;jaime_lannister;LOC;;GameOfThrones.Season01.Episode07;1;17
17;"""";;PUNCT;'';punct;[93, 94];"""";jaime_lannister;;;GameOfThrones.Season01.Episode07;1;18
18;.;;PUNCT;.;punct;[95, 96];.;jaime_lannister;;;GameOfThrones.Season01.Episode07;1;19
19;;;;;;;;;;;;;
20;tywin_lannister Attacking;;VERB;VBG;csubj;[0, 9];Attacking;tywin_lannister;;;GameOfThrones.Season01.Episode07;2;1
21;him;UNKNOWN;PRON;PRP;dobj;[10, 13];him;tywin_lannister;;2;GameOfThrones.Season01.Episode07;2;2
22;was;;AUX;VBD;ROOT;[14, 17];wa;tywin_lannister;;;GameOfThrones.Season01.Episode07;2;3
23;stupid;;ADJ;JJ;acomp;[18, 24];stupid;tywin_lannister;;;GameOfThrones.Season01.Episode07;2;4
24;.;;PUNCT;.;punct;[25, 26];.;tywin_lannister;;;GameOfThrones.Season01.Episode07;2;5
25;;;;;;;;;;;;;
26;tywin_lannister Lannisters;;NOUN;NNS;nsubj;[0, 10];Lannisters;tywin_lannister;;;GameOfThrones.Season01.Episode07;3;1
27;do;;AUX;VBP;aux;[11, 13];do;tywin_lannister;;;GameOfThrones.Season01.Episode07;3;2
28;n't;;PART;RB;neg;[14, 17];n't;tywin_lannister;;;GameOfThrones.Season01.Episode07;3;3
29;act;;VERB;VB;ROOT;[18, 21];act;tywin_lannister;;;GameOfThrones.Season01.Episode07;3;4
30;like;;SCONJ;IN;prep;[22, 26];like;tywin_lannister;;;GameOfThrones.Season01.Episode07;3;5
31;fools;;NOUN;NNS;pobj;[27, 32];fool;tywin_lannister;;;GameOfThrones.Season01.Episode07;3;6
32;.;;PUNCT;.;punct;[33, 34];.;tywin_lannister;;;GameOfThrones.Season01.Episode07;3;7
33;;;;;;;;;;;;;
34;jaime_lannister Catelyn;catelyn_stark;PROPN;NNP;compound;[0, 7];Catelyn;jaime_lannister;;3;GameOfThrones.Season01.Episode07;4;1
