;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;Demon I;Demon;PRON;PRP;nsubj;[0, 1];I;Demon;;1;BuffyTheVampireSlayer.Season01.Episode09;1;1
1;will;;VERB;MD;aux;[2, 6];will;Demon;;;BuffyTheVampireSlayer.Season01.Episode09;1;2
2;be;;AUX;VB;ROOT;[7, 9];be;Demon;;;BuffyTheVampireSlayer.Season01.Episode09;1;3
3;whole;;ADJ;JJ;acomp;[10, 15];whole;Demon;;;BuffyTheVampireSlayer.Season01.Episode09;1;4
4;.;;PUNCT;.;punct;[16, 17];.;Demon;;;BuffyTheVampireSlayer.Season01.Episode09;1;5
5;I;Demon;PRON;PRP;nsubj;[18, 19];I;Demon;;2;BuffyTheVampireSlayer.Season01.Episode09;1;6
6;will;;VERB;MD;aux;[20, 24];will;Demon;;;BuffyTheVampireSlayer.Season01.Episode09;1;7
7;be;;AUX;VB;ROOT;[25, 27];be;Demon;;;BuffyTheVampireSlayer.Season01.Episode09;1;8
8;new;;ADJ;JJ;acomp;[28, 31];new;Demon;;;BuffyTheVampireSlayer.Season01.Episode09;1;9
9;.;;PUNCT;.;punct;[32, 33];.;Demon;;;BuffyTheVampireSlayer.Season01.Episode09;1;10
10;;;;;;;;;;;;;
11;cordelia_chase Learning;;VERB;VBG;nsubj;[0, 8];Learning;cordelia_chase;;;BuffyTheVampireSlayer.Season01.Episode09;2;1
12;to;;PART;TO;aux;[9, 11];to;cordelia_chase;;;BuffyTheVampireSlayer.Season01.Episode09;2;2
13;love;;VERB;VB;relcl;[12, 16];love;cordelia_chase;;;BuffyTheVampireSlayer.Season01.Episode09;2;3
14;yourself;rupert_giles;PRON;PRP;dobj;[17, 25];yourself;cordelia_chase;;3;BuffyTheVampireSlayer.Season01.Episode09;2;4
15;is;;AUX;VBZ;ROOT;[26, 28];is;cordelia_chase;;;BuffyTheVampireSlayer.Season01.Episode09;2;5
16;the;;DET;DT;det;[29, 32];the;cordelia_chase;;;BuffyTheVampireSlayer.Season01.Episode09;2;6
17;greatest;;ADJ;JJS;amod;[33, 41];greatest;cordelia_chase;;;BuffyTheVampireSlayer.Season01.Episode09;2;7
18;love;;NOUN;NN;attr;[42, 46];love;cordelia_chase;;;BuffyTheVampireSlayer.Season01.Episode09;2;8
19;of;;ADP;IN;prep;[47, 49];of;cordelia_chase;;;BuffyTheVampireSlayer.Season01.Episode09;2;9
20;all;;DET;DT;pobj;[50, 53];all;cordelia_chase;;;BuffyTheVampireSlayer.Season01.Episode09;2;10
21;.;;PUNCT;.;punct;[54, 55];.;cordelia_chase;;;BuffyTheVampireSlayer.Season01.Episode09;2;11
22;I;cordelia_chase;PRON;PRP;nsubj;[56, 57];I;cordelia_chase;;4;BuffyTheVampireSlayer.Season01.Episode09;2;12
23;decided;;VERB;VBD;ROOT;[58, 65];decided;cordelia_chase;;;BuffyTheVampireSlayer.Season01.Episode09;2;13
24;long;;ADV;RB;advmod;[66, 70];long;cordelia_chase;;;BuffyTheVampireSlayer.Season01.Episode09;2;14
25;ago;;ADV;RB;advmod;[71, 74];ago;cordelia_chase;;;BuffyTheVampireSlayer.Season01.Episode09;2;15
