;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;willow_rosenberg No;;INTJ;UH;intj;[0, 2];No;willow_rosenberg;;;BuffyTheVampireSlayer.Season01.Episode02;1;1
1;!;;PUNCT;.;punct;[3, 4];!;willow_rosenberg;;;BuffyTheVampireSlayer.Season01.Episode02;1;2
2;Get;;AUX;VB;ROOT;[5, 8];Get;willow_rosenberg;;;BuffyTheVampireSlayer.Season01.Episode02;1;3
3;off;;ADP;RP;prt;[9, 12];off;willow_rosenberg;;;BuffyTheVampireSlayer.Season01.Episode02;1;4
4;!;;PUNCT;.;punct;[13, 14];!;willow_rosenberg;;;BuffyTheVampireSlayer.Season01.Episode02;1;5
5;;;;;;;;;;;;;
6;buffy_summers Hey;;INTJ;UH;ROOT;[0, 3];Hey;buffy_summers;;;BuffyTheVampireSlayer.Season01.Episode02;2;1
7;!;;PUNCT;.;punct;[4, 5];!;buffy_summers;;;BuffyTheVampireSlayer.Season01.Episode02;2;2
8;;;;;;;;;;;;;
9;willow_rosenberg Xander;xander_harris;PROPN;NNP;ROOT;[0, 6];Xander;willow_rosenberg;;1;BuffyTheVampireSlayer.Season01.Episode02;3;1
10;!;;PUNCT;.;punct;[7, 8];!;willow_rosenberg;;;BuffyTheVampireSlayer.Season01.Episode02;3;2
11;;;;;;;;;;;;;
12;willow_rosenberg Xander;xander_harris;PROPN;NNP;npadvmod;[0, 6];Xander;willow_rosenberg;;2;BuffyTheVampireSlayer.Season01.Episode02;4;1
13;,;;PUNCT;,;punct;[7, 8];,;willow_rosenberg;;;BuffyTheVampireSlayer.Season01.Episode02;4;2
14;are;;AUX;VBP;ROOT;[9, 12];are;willow_rosenberg;;;BuffyTheVampireSlayer.Season01.Episode02;4;3
15;you;xander_harris;PRON;PRP;nsubj;[13, 16];you;willow_rosenberg;;3;BuffyTheVampireSlayer.Season01.Episode02;4;4
