	idSent	idChar	label
0	1	[8, 10]	yoren
1	1	[21, 23]	yoren
2	1	[42, 44]	yoren
3	1	[71, 73]	yoren
4	1	[123, 125]	yoren
5	1	[29, 32]	arya_stark
6	1	[51, 54]	arya_stark
7	1	[100, 103]	arya_stark
8	1	[128, 131]	arya_stark
9	1	[138, 141]	arya_stark
10	1	[157, 161]	arya_stark
11	2	[5, 9]	arya_stark
12	2	[23, 26]	arya_stark
13	3	[0, 3]	arya_stark
14	4	[0, 3]	arya_stark
15	4	[39, 42]	arya_stark
16	4	[66, 69]	arya_stark
17	4	[107, 109]	multiple_persons
18	4	[85, 88]	arya_stark
19	4	[101, 104]	arya_stark
20	5	[28, 30]	bran_stark
21	5	[44, 47]	UNKNOWN
22	5	[61, 63]	multiple_persons
23	5	[94, 96]	bran_stark
24	5	[97, 103]	eddard_stark
25	6	[0, 4]	bran_stark
26	6	[5, 11]	eddard_stark
27	6	[39, 43]	bran_stark
28	6	[32, 38]	bran_stark
29	7	[0, 3]	osha
30	7	[27, 32]	hodor
31	8	[0, 3]	osha
32	9	[0, 3]	osha
33	9	[41, 44]	osha
34	9	[80, 83]	bran_stark
35	10	[8, 10]	bran_stark
36	10	[30, 37]	rickard_karstark
37	10	[103, 105]	bran_stark
38	10	[130, 136]	robert_baratheon
39	10	[197, 200]	UNKNOWN
40	10	[203, 209]	robert_baratheon
41	10	[231, 234]	UNKNOWN
42	10	[266, 269]	UNKNOWN
43	10	[25, 29]	rickard_karstark
44	10	[67, 70]	aerys_targaryen
45	10	[71, 75]	aerys_targaryen
46	10	[78, 83]	aerys_targaryen
47	10	[94, 100]	UNKNOWN
48	10	[40, 42]	rickard_karstark
49	10	[106, 112]	eddard_stark
50	10	[116, 122]	UNKNOWN
51	10	[125, 129]	robert_baratheon
52	10	[159, 162]	UNKNOWN
53	10	[169, 176]	rhaegar_targaryen
54	10	[177, 186]	rhaegar_targaryen
55	10	[242, 244]	robert_baratheon
56	10	[252, 259]	rhaegar_targaryen
57	10	[304, 310]	eddard_stark
58	10	[298, 299]	bran_stark
59	11	[0, 3]	bran_stark
60	11	[10, 12]	eddard_stark
61	12	[7, 16]	UNKNOWN
62	13	[0, 6]	rickon_stark
63	14		
64	15	[0, 2]	UNKNOWN
65	16	[9, 12]	rickon_stark
66	16	[49, 51]	multiple_persons
67	17	[19, 25]	eddard_stark
68	17	[5, 6]	rickon_stark
69	18	[27, 30]	rickon_stark
70	18	[63, 68]	sansa_stark
71	18	[73, 77]	arya_stark
72	18	[20, 21]	bran_stark
73	18	[33, 35]	eddard_stark
74	19	[0, 2]	eddard_stark
75	19	[19, 20]	rickon_stark
76	19	[25, 28]	eddard_stark
77	20	[4, 7]	eddard_stark
78	21	[18, 19]	rickon_stark
79	21	[42, 51]	UNKNOWN
80	22	[14, 17]	eddard_stark
81	22	[0, 3]	multiple_persons
82	22	[39, 41]	eddard_stark
83	22	[55, 59]	multiple_persons
