;Unnamed: 0;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord;labelDoccano
0;0;shane_walsh I;shane_walsh;PRON;PRP;nsubj;[0, 1];I;shane_walsh;;1.0;TheWalkingDead.Season02.Episode10;1.0;1.0;
1;1;thought;;VERB;VBD;ROOT;[2, 9];thought;shane_walsh;;;TheWalkingDead.Season02.Episode10;1.0;2.0;
2;2;we;multiple_persons;PRON;PRP;nsubj;[10, 12];we;shane_walsh;;2.0;TheWalkingDead.Season02.Episode10;1.0;3.0;
3;3;were;;AUX;VBD;aux;[13, 17];were;shane_walsh;;;TheWalkingDead.Season02.Episode10;1.0;4.0;
4;4;going;;VERB;VBG;ccomp;[18, 23];going;shane_walsh;;;TheWalkingDead.Season02.Episode10;1.0;5.0;
5;5;further;;ADV;RB;advmod;[24, 31];further;shane_walsh;;;TheWalkingDead.Season02.Episode10;1.0;6.0;
6;6;.;;PUNCT;.;punct;[32, 33];.;shane_walsh;;;TheWalkingDead.Season02.Episode10;1.0;7.0;
7;7;;;;;;;;;;;;;;
8;8;rick_grimes We;multiple_persons;PRON;PRP;nsubj;[0, 2];We;rick_grimes;;3.0;TheWalkingDead.Season02.Episode10;2.0;1.0;hershel_greene
9;9;are;;AUX;VBP;ROOT;[3, 6];are;rick_grimes;;;TheWalkingDead.Season02.Episode10;2.0;2.0;
10;10;.;;PUNCT;.;punct;[7, 8];.;rick_grimes;;;TheWalkingDead.Season02.Episode10;2.0;3.0;
11;11;18;;NUM;CD;nummod;[9, 11];18;rick_grimes;;;TheWalkingDead.Season02.Episode10;2.0;4.0;hershel_greene
12;12;miles;;NOUN;NNS;npadvmod;[12, 17];mile;rick_grimes;;;TheWalkingDead.Season02.Episode10;2.0;5.0;
13;13;out;;ADV;RB;ROOT;[18, 21];out;rick_grimes;;;TheWalkingDead.Season02.Episode10;2.0;6.0;
14;14;.;;PUNCT;.;punct;[22, 23];.;rick_grimes;;;TheWalkingDead.Season02.Episode10;2.0;7.0;
15;15;;;;;;;;;;;;;;
16;16;shane_walsh So;;ADV;RB;advmod;[0, 2];So;shane_walsh;;;TheWalkingDead.Season02.Episode10;3.0;1.0;
17;17;why;;ADV;WRB;advmod;[3, 6];why;shane_walsh;;;TheWalkingDead.Season02.Episode10;3.0;2.0;
18;18;are;;AUX;VBP;aux;[7, 10];are;shane_walsh;;;TheWalkingDead.Season02.Episode10;3.0;3.0;
19;19;we;multiple_persons;PRON;PRP;nsubj;[11, 13];we;shane_walsh;;4.0;TheWalkingDead.Season02.Episode10;3.0;4.0;
20;20;stopping;;VERB;VBG;ROOT;[14, 22];stopping;shane_walsh;;;TheWalkingDead.Season02.Episode10;3.0;5.0;
21;21;?;;PUNCT;.;punct;[23, 24];?;shane_walsh;;;TheWalkingDead.Season02.Episode10;3.0;6.0;
22;22;;;;;;;;;;;;;;
23;23;rick_grimes I;rick_grimes;PRON;PRP;nsubj;[0, 1];I;rick_grimes;;5.0;TheWalkingDead.Season02.Episode10;4.0;1.0;
24;24;wanted;;VERB;VBD;ROOT;[2, 8];wanted;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;2.0;
25;25;to;;PART;TO;aux;[9, 11];to;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;3.0;
26;26;talk;;VERB;VB;xcomp;[12, 16];talk;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;4.0;
27;27;.;;PUNCT;.;punct;[17, 18];.;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;5.0;
28;28;Been;;AUX;VBN;aux;[19, 23];Been;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;6.0;
29;29;waiting;;VERB;VBG;ROOT;[24, 31];waiting;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;7.0;
30;30;a;;DET;DT;det;[32, 33];a;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;8.0;
31;31;week;;NOUN;NN;npadvmod;[34, 38];week;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;9.0;
32;32;till;;SCONJ;IN;mark;[39, 43];till;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;10.0;
33;33;we;multiple_persons;PRON;PRP;nsubj;[44, 46];we;rick_grimes;;6.0;TheWalkingDead.Season02.Episode10;4.0;11.0;
34;34;were;;AUX;VBD;aux;[47, 51];were;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;12.0;
35;35;gon;;VERB;VBG;advcl;[52, 55];gon;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;13.0;
36;36;na;;PART;TO;aux;[56, 58];na;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;14.0;
37;37;do;;AUX;VB;xcomp;[59, 61];do;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;15.0;
38;38;this;;DET;DT;dobj;[62, 66];this;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;16.0;
39;39;.;;PUNCT;.;punct;[67, 68];.;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;17.0;
40;40;I;rick_grimes;PRON;PRP;nsubj;[69, 70];I;rick_grimes;;7.0;TheWalkingDead.Season02.Episode10;4.0;18.0;
41;41;just;;ADV;RB;advmod;[71, 75];just;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;19.0;
42;42;wanna;;PROPN;NNP;compound;[76, 81];wanna;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;20.0;
43;43;talk;;PROPN;NNP;ROOT;[82, 86];talk;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;21.0;
44;44;.;;PUNCT;.;punct;[87, 88];.;rick_grimes;;;TheWalkingDead.Season02.Episode10;4.0;22.0;
45;45;;;;;;;;;;;;;;
46;46;shane_walsh We;multiple_persons;PRON;PRP;nsubj;[0, 2];We;shane_walsh;;8.0;TheWalkingDead.Season02.Episode10;5.0;1.0;
47;47;do;;AUX;VBP;aux;[3, 5];do;shane_walsh;;;TheWalkingDead.Season02.Episode10;5.0;2.0;
48;48;n't;;PART;RB;neg;[6, 9];n't;shane_walsh;;;TheWalkingDead.Season02.Episode10;5.0;3.0;
49;49;need;;VERB;VB;ROOT;[10, 14];need;shane_walsh;;;TheWalkingDead.Season02.Episode10;5.0;4.0;
