;Unnamed: 0;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord;labelDoccano
0;0;glenn_rhee Holy;;PROPN;NNP;compound;[0, 4];Holy;glenn_rhee;;;TheWalkingDead.Season02.Episode09;1.0;1.0;
1;1;shit;;NOUN;NN;ROOT;[5, 9];shit;glenn_rhee;;;TheWalkingDead.Season02.Episode09;1.0;2.0;
2;2;.;;PUNCT;.;punct;[10, 11];.;glenn_rhee;;;TheWalkingDead.Season02.Episode09;1.0;3.0;
3;3;;;;;;;;;;;;;;
4;4;rick_grimes You;glenn_rhee;PRON;PRP;nsubj;[0, 3];You;rick_grimes;;1.0;TheWalkingDead.Season02.Episode09;2.0;1.0;glenn_rhee
5;5;all;;ADV;RB;advmod;[4, 7];all;rick_grimes;;;TheWalkingDead.Season02.Episode09;2.0;2.0;
6;6;right;;ADJ;JJ;ROOT;[8, 13];right;rick_grimes;;;TheWalkingDead.Season02.Episode09;2.0;3.0;
7;7;?;;PUNCT;.;punct;[14, 15];?;rick_grimes;;;TheWalkingDead.Season02.Episode09;2.0;4.0;
8;8;;;;;;;;;;;;;;
9;9;glenn_rhee Yeah;;INTJ;UH;ROOT;[0, 4];Yeah;glenn_rhee;;;TheWalkingDead.Season02.Episode09;3.0;1.0;
10;10;.;;PUNCT;.;punct;[5, 6];.;glenn_rhee;;;TheWalkingDead.Season02.Episode09;3.0;2.0;
11;11;;;;;;;;;;;;;;
12;12;rick_grimes Hershel;hershel_greene;PROPN;NNP;ROOT;[0, 7];Hershel;rick_grimes;PERSON;2.0;TheWalkingDead.Season02.Episode09;4.0;1.0;hershel_greene
13;13;?;;PUNCT;.;punct;[8, 9];?;rick_grimes;;;TheWalkingDead.Season02.Episode09;4.0;2.0;
14;14;;;;;;;;;;;;;;
15;15;hershel_greene Let;;VERB;VB;ROOT;[0, 3];Let;hershel_greene;;;TheWalkingDead.Season02.Episode09;5.0;1.0;
16;16;'s;;PRON;PRP;nsubj;[4, 6];'s;hershel_greene;;;TheWalkingDead.Season02.Episode09;5.0;2.0;
17;17;head;;VERB;VB;ccomp;[7, 11];head;hershel_greene;;;TheWalkingDead.Season02.Episode09;5.0;3.0;
18;18;back;;ADV;RB;advmod;[12, 16];back;hershel_greene;;;TheWalkingDead.Season02.Episode09;5.0;4.0;
19;19;.;;PUNCT;.;punct;[17, 18];.;hershel_greene;;;TheWalkingDead.Season02.Episode09;5.0;5.0;
20;20;;;;;;;;;;;;;;
21;21;rick_grimes Car;;PROPN;NNP;npadvmod;[0, 3];Car;rick_grimes;;;TheWalkingDead.Season02.Episode09;6.0;1.0;
22;22;.;;PUNCT;.;punct;[4, 5];.;rick_grimes;;;TheWalkingDead.Season02.Episode09;6.0;2.0;
23;23;Car;;NOUN;NN;ROOT;[6, 9];Car;rick_grimes;;;TheWalkingDead.Season02.Episode09;6.0;3.0;
