;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;sheldon_cooper Here;;ADV;RB;advmod;[0, 4];Here;sheldon_cooper;;;TheBigBangTheory.Season01.Episode12;1;1
1;'s;;AUX;VBZ;ROOT;[5, 7];'s;sheldon_cooper;;;TheBigBangTheory.Season01.Episode12;1;2
2;the;;DET;DT;det;[8, 11];the;sheldon_cooper;;;TheBigBangTheory.Season01.Episode12;1;3
3;problem;;NOUN;NN;nsubj;[12, 19];problem;sheldon_cooper;;;TheBigBangTheory.Season01.Episode12;1;4
4;with;;ADP;IN;prep;[20, 24];with;sheldon_cooper;;;TheBigBangTheory.Season01.Episode12;1;5
5;teleportation;;NOUN;NN;pobj;[25, 38];teleportation;sheldon_cooper;;;TheBigBangTheory.Season01.Episode12;1;6
6;.;;PUNCT;.;punct;[39, 40];.;sheldon_cooper;;;TheBigBangTheory.Season01.Episode12;1;7
7;;;;;;;;;;;;;
8;leonard_hofstadter Lay;;VERB;VB;ROOT;[0, 3];Lay;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode12;2;1
9;it;;PRON;PRP;dobj;[4, 6];it;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode12;2;2
10;on;;ADP;IN;prep;[7, 9];on;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode12;2;3
11;me;leonard_hofstadter;PRON;PRP;pobj;[10, 12];me;leonard_hofstadter;;1;TheBigBangTheory.Season01.Episode12;2;4
12;.;;PUNCT;.;punct;[13, 14];.;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode12;2;5
13;;;;;;;;;;;;;
14;sheldon_cooper Assuming;;VERB;VBG;acl;[0, 8];Assuming;sheldon_cooper;;;TheBigBangTheory.Season01.Episode12;3;1
15;the;;DET;DT;det;[9, 12];the;sheldon_cooper;;;TheBigBangTheory.Season01.Episode12;3;2
16;device;;NOUN;NN;nsubjpass;[13, 19];device;sheldon_cooper;;;TheBigBangTheory.Season01.Episode12;3;3
17;could;;VERB;MD;aux;[20, 25];could;sheldon_cooper;;;TheBigBangTheory.Season01.Episode12;3;4
18;be;;AUX;VB;auxpass;[26, 28];be;sheldon_cooper;;;TheBigBangTheory.Season01.Episode12;3;5
19;invented;;VERB;VBN;ccomp;[29, 37];invented;sheldon_cooper;;;TheBigBangTheory.Season01.Episode12;3;6
