;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;sheldon_cooper Damn;;VERB;VB;ROOT;[0, 4];Damn;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;1;1
1;you;;PRON;PRP;dobj;[5, 8];you;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;1;2
2;,;;PUNCT;,;punct;[9, 10];,;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;1;3
3;walletnook.com;;X;ADD;appos;[11, 25];walletnook.com;sheldon_cooper;ORG;;TheBigBangTheory.Season01.Episode08;1;4
4;.;;PUNCT;.;punct;[26, 27];.;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;1;5
5;;;;;;;;;;;;;
6;leonard_hofstadter Problem;;NOUN;NN;ROOT;[0, 7];Problem;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;2;1
7;?;;PUNCT;.;punct;[8, 9];?;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;2;2
8;;;;;;;;;;;;;
9;sheldon_cooper The;;DET;DT;det;[0, 3];The;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;1
10;online;;ADJ;JJ;amod;[4, 10];online;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;2
11;description;;NOUN;NN;nsubj;[11, 22];description;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;3
12;was;;AUX;VBD;ccomp;[23, 26];wa;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;4
13;completely;;ADV;RB;advmod;[27, 37];completely;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;5
14;misleading;;ADJ;JJ;acomp;[38, 48];misleading;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;6
15;,;;PUNCT;,;punct;[49, 50];,;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;7
16;they;;PRON;PRP;nsubj;[51, 55];they;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;8
17;said;;VERB;VBD;ROOT;[56, 60];said;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;9
18;eight;;NUM;CD;nummod;[61, 66];eight;sheldon_cooper;CARDINAL;;TheBigBangTheory.Season01.Episode08;3;10
19;slots;;NOUN;NNS;dobj;[67, 72];slot;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;11
20;plus;;CCONJ;CC;cc;[73, 77];plus;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;12
21;removable;;ADJ;JJ;amod;[78, 87];removable;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;13
22;ID;;PROPN;NNP;conj;[88, 90];ID;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;14
23;,;;PUNCT;,;punct;[91, 92];,;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;15
24;to;;ADP;IN;prep;[93, 95];to;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;16
25;any;;DET;DT;det;[96, 99];any;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;17
26;rational;;ADJ;JJ;amod;[100, 108];rational;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;18
27;person;;NOUN;NN;pobj;[109, 115];person;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;19
28;that;;DET;WDT;nsubj;[116, 120];that;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;20
29;would;;VERB;MD;aux;[121, 126];would;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;21
30;mean;;VERB;VB;relcl;[127, 131];mean;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;22
31;room;;NOUN;NN;dobj;[132, 136];room;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;23
32;for;;ADP;IN;prep;[137, 140];for;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;24
33;nine;;NUM;CD;nummod;[141, 145];nine;sheldon_cooper;CARDINAL;;TheBigBangTheory.Season01.Episode08;3;25
34;cards;;NOUN;NNS;pobj;[146, 151];card;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;26
35;,;;PUNCT;,;punct;[152, 153];,;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;27
36;but;;CCONJ;CC;cc;[154, 157];but;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;28
37;they;;PRON;PRP;nsubj;[158, 162];they;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;29
38;do;;AUX;VBP;aux;[163, 165];do;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;30
39;n't;;PART;RB;neg;[166, 169];n't;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;31
40;tell;;VERB;VB;ccomp;[170, 174];tell;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;32
41;you;leonard_hofstadter;PRON;PRP;dative;[175, 178];you;sheldon_cooper;;1;TheBigBangTheory.Season01.Episode08;3;33
42;the;;DET;DT;det;[179, 182];the;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;34
43;removable;;ADJ;JJ;amod;[183, 192];removable;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;35
44;ID;;PROPN;NNP;nsubj;[193, 195];ID;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;36
45;takes;;VERB;VBZ;ccomp;[196, 201];take;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;37
46;up;;ADP;RP;prt;[202, 204];up;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;38
47;one;;NUM;CD;nummod;[205, 208];one;sheldon_cooper;CARDINAL;;TheBigBangTheory.Season01.Episode08;3;39
48;slot;;NOUN;NN;dobj;[209, 213];slot;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;40
49;,;;PUNCT;,;punct;[214, 215];,;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;41
50;it;;PRON;PRP;nsubj;[216, 218];it;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;42
51;'s;;AUX;VBZ;conj;[219, 221];'s;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;43
52;a;;DET;DT;det;[222, 223];a;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;44
53;nightmare;;NOUN;NN;attr;[224, 233];nightmare;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;45
54;.;;PUNCT;.;punct;[234, 235];.;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;3;46
55;;;;;;;;;;;;;
56;leonard_hofstadter Okay;;INTJ;UH;nsubj;[0, 4];Okay;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;1
57;,;;PUNCT;,;punct;[5, 6];,;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;2
58;now;;ADV;RB;advmod;[7, 10];now;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;3
59;,;;PUNCT;,;punct;[11, 12];,;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;4
60;do;;AUX;VBP;aux;[13, 15];do;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;5
61;you;sheldon_cooper;PRON;PRP;nsubj;[16, 19];you;leonard_hofstadter;;2;TheBigBangTheory.Season01.Episode08;4;6
62;really;;ADV;RB;advmod;[20, 26];really;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;7
63;need;;VERB;VB;ROOT;[27, 31];need;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;8
64;the;;DET;DT;det;[32, 35];the;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;9
65;honorary;;ADJ;JJ;amod;[36, 44];honorary;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;10
66;Justice;;PROPN;NNP;compound;[45, 52];Justice;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;11
67;League;;PROPN;NNP;nmod;[53, 59];League;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;12
68;of;;ADP;IN;prep;[60, 62];of;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;13
69;America;;PROPN;NNP;pobj;[63, 70];America;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;14
70;membership;;NOUN;NN;compound;[71, 81];membership;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;15
71;card;;NOUN;NN;dobj;[82, 86];card;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;16
72;?;;PUNCT;.;punct;[87, 88];?;leonard_hofstadter;;;TheBigBangTheory.Season01.Episode08;4;17
73;;;;;;;;;;;;;
74;sheldon_cooper It;;PRON;PRP;nsubjpass;[0, 2];It;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;5;1
75;'s;;AUX;VBZ;auxpass;[3, 5];'s;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;5;2
76;been;;AUX;VBN;ROOT;[6, 10];been;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;5;3
77;in;;ADP;IN;prep;[11, 13];in;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;5;4
78;every;;DET;DT;det;[14, 19];every;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;5;5
79;wallet;;NOUN;NN;pobj;[20, 26];wallet;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;5;6
80;I;sheldon_cooper;PRON;PRP;nsubj;[27, 28];I;sheldon_cooper;;3;TheBigBangTheory.Season01.Episode08;5;7
81;'ve;;AUX;VB;aux;[29, 32];'ve;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;5;8
82;owned;;VERB;VBN;relcl;[33, 38];owned;sheldon_cooper;;;TheBigBangTheory.Season01.Episode08;5;9
