;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;harry_potter I;harry_potter;PRON;PRP;nsubj;[0, 1];I;harry_potter;;1;HarryPotter.Episode02;1;1
1;ca;;VERB;MD;aux;[2, 4];ca;harry_potter;;;HarryPotter.Episode02;1;2
2;n’t;;PART;RB;neg;[5, 8];n’t;harry_potter;;;HarryPotter.Episode02;1;3
3;let;;VERB;VB;ROOT;[9, 12];let;harry_potter;;;HarryPotter.Episode02;1;4
4;you;;PRON;PRP;dobj;[13, 16];you;harry_potter;;;HarryPotter.Episode02;1;5
5;out;;ADP;RP;prt;[17, 20];out;harry_potter;;;HarryPotter.Episode02;1;6
6;,;;PUNCT;,;punct;[21, 22];,;harry_potter;;;HarryPotter.Episode02;1;7
7;Hedwig;;PROPN;NNP;npadvmod;[23, 29];Hedwig;harry_potter;PERSON;;HarryPotter.Episode02;1;8
8;.;;PUNCT;.;punct;[30, 31];.;harry_potter;;;HarryPotter.Episode02;1;9
9;I;harry_potter;PRON;PRP;nsubj;[32, 33];I;harry_potter;;2;HarryPotter.Episode02;1;10
10;’m;;VERB;VBP;aux;[34, 36];’m;harry_potter;;;HarryPotter.Episode02;1;11
11;not;;PART;RB;neg;[37, 40];not;harry_potter;;;HarryPotter.Episode02;1;12
12;allowed;;VERB;VBN;ROOT;[41, 48];allowed;harry_potter;;;HarryPotter.Episode02;1;13
13;to;;PART;TO;aux;[49, 51];to;harry_potter;;;HarryPotter.Episode02;1;14
14;use;;VERB;VB;xcomp;[52, 55];use;harry_potter;;;HarryPotter.Episode02;1;15
15;magic;;NOUN;NN;dobj;[56, 61];magic;harry_potter;;;HarryPotter.Episode02;1;16
16;.;;PUNCT;.;punct;[62, 63];.;harry_potter;;;HarryPotter.Episode02;1;17
17;;;;;;;;;;;;;
18;uncle_vernon harry;harry_potter;PROPN;NNP;compound;[0, 5];harry;uncle_vernon;;3;HarryPotter.Episode02;2;1
19;potter;harry_potter;PROPN;NNP;ROOT;[6, 12];potter;uncle_vernon;;4;HarryPotter.Episode02;2;2
20;!;;PUNCT;.;punct;[13, 14];!;uncle_vernon;;;HarryPotter.Episode02;2;3
21;;;;;;;;;;;;;
22;harry_potter Now;;ADV;RB;advmod;[0, 3];Now;harry_potter;;;HarryPotter.Episode02;3;1
23;you;uncle_vernon;PRON;PRP;nsubj;[4, 7];you;harry_potter;;5;HarryPotter.Episode02;3;2
24;’ve;;VERB;VB;aux;[8, 11];’ve;harry_potter;;;HarryPotter.Episode02;3;3
25;done;;VERB;VBN;ROOT;[12, 16];done;harry_potter;;;HarryPotter.Episode02;3;4
26;it;;PRON;PRP;dobj;[17, 19];it;harry_potter;;;HarryPotter.Episode02;3;5
27;.;;PUNCT;.;punct;[20, 21];.;harry_potter;;;HarryPotter.Episode02;3;6
28;;;;;;;;;;;;;
29;aunt_petunia He;UNKNOWN;PRON;PRP;nsubj;[0, 2];He;aunt_petunia;;6;HarryPotter.Episode02;4;1
30;’s;;VERB;VBZ;ROOT;[3, 5];’s;aunt_petunia;;;HarryPotter.Episode02;4;2
31;in;;ADV;RB;advmod;[6, 8];in;aunt_petunia;;;HarryPotter.Episode02;4;3
32;there;;ADV;RB;advmod;[9, 14];there;aunt_petunia;;;HarryPotter.Episode02;4;4
33;.;;PUNCT;.;punct;[15, 16];.;aunt_petunia;;;HarryPotter.Episode02;4;5
34;Vernon;uncle_vernon;PROPN;NNP;ROOT;[17, 23];Vernon;aunt_petunia;;7;HarryPotter.Episode02;4;6
35;…;;PUNCT;NFP;punct;[24, 25];…;aunt_petunia;;;HarryPotter.Episode02;4;7
