;Unnamed: 0;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord;labelDoccano
0;0;"jaime_lannister """;;PUNCT;``;punct;[0, 1];"""";jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;1.0;
1;1;Summoned;;VERB;VBN;acl;[2, 10];Summoned;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;2.0;
2;2;to;;ADP;IN;prep;[11, 13];to;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;3.0;
3;3;court;;NOUN;NN;pobj;[14, 19];court;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;4.0;
4;4;to;;PART;TO;aux;[20, 22];to;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;5.0;
5;5;answer;;VERB;VB;xcomp;[23, 29];answer;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;6.0;
6;6;for;;ADP;IN;prep;[30, 33];for;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;7.0;
7;7;the;;DET;DT;det;[34, 37];the;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;8.0;
8;8;crimes;;NOUN;NNS;pobj;[38, 44];crime;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;9.0;
9;9;of;;ADP;IN;prep;[45, 47];of;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;10.0;
10;10;your;;DET;PRP$;poss;[48, 52];your;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;11.0;
11;11;bannerman;;NOUN;NN;compound;[53, 62];bannerman;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;12.0;
12;12;Gregor;;PROPN;NNP;compound;[63, 69];Gregor;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;13.0;
13;13;Clegane;gregor_clegane;PROPN;NNP;pobj;[70, 77];Clegane;jaime_lannister;;1.0;GameOfThrones.Season01.Episode07;1.0;14.0;
14;14;,;;PUNCT;,;punct;[78, 79];,;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;15.0;
15;15;the;;DET;DT;det;[80, 83];the;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;16.0;
16;16;Mountain;;PROPN;NNP;appos;[84, 92];Mountain;jaime_lannister;LOC;;GameOfThrones.Season01.Episode07;1.0;17.0;
17;17;"""";;PUNCT;'';punct;[93, 94];"""";jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;18.0;
18;18;.;;PUNCT;.;punct;[95, 96];.;jaime_lannister;;;GameOfThrones.Season01.Episode07;1.0;19.0;
19;19;;;;;;;;;;;;;;
