;Unnamed: 0;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord;labelDoccano
0;0;king’s_landing_guard Welcome;;PROPN;NNP;ROOT;[0, 7];Welcome;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;1.0;
1;1;,;;PUNCT;,;punct;[8, 9];,;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;2.0;
2;2;Lord;lord_varys;PROPN;NNP;compound;[10, 14];Lord;king’s_landing_guard;;1.0;GameOfThrones.Season01.Episode03;1.0;3.0;eddard_stark
3;3;Stark;benjen_stark;PROPN;NNP;npadvmod;[15, 20];Stark;king’s_landing_guard;;2.0;GameOfThrones.Season01.Episode03;1.0;4.0;eddard_stark
4;4;.;;PUNCT;.;punct;[21, 22];.;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;5.0;
5;5;Grand;grand_maester_pycelle;PROPN;NNP;compound;[23, 28];Grand;king’s_landing_guard;;3.0;GameOfThrones.Season01.Episode03;1.0;6.0;grand_maester_pycelle
6;6;Maester;maester_aemon;PROPN;NNP;compound;[29, 36];Maester;king’s_landing_guard;;4.0;GameOfThrones.Season01.Episode03;1.0;7.0;grand_maester_pycelle
7;7;Pycelle;;PROPN;NNP;nsubj;[37, 44];Pycelle;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;8.0;
8;8;has;;AUX;VBZ;aux;[45, 48];ha;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;9.0;
9;9;called;;VERB;VBN;ROOT;[49, 55];called;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;10.0;
10;10;a;;DET;DT;det;[56, 57];a;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;11.0;
11;11;meeting;;NOUN;NN;dobj;[58, 65];meeting;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;12.0;
12;12;of;;ADP;IN;prep;[66, 68];of;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;13.0;
13;13;the;;DET;DT;det;[69, 72];the;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;14.0;
14;14;Small;;PROPN;NNP;compound;[73, 78];Small;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;15.0;
15;15;Council;;PROPN;NNP;pobj;[79, 86];Council;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;16.0;
16;16;.;;PUNCT;.;punct;[87, 88];.;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;17.0;
17;17;The;;DET;DT;det;[89, 92];The;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;18.0;
18;18;honor;;NOUN;NN;nsubjpass;[93, 98];honor;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;19.0;
19;19;of;;ADP;IN;prep;[99, 101];of;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;20.0;
20;20;your;;DET;PRP$;poss;[102, 106];your;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;21.0;
21;21;presence;;NOUN;NN;pobj;[107, 115];presence;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;22.0;
22;22;is;;AUX;VBZ;auxpass;[116, 118];is;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;23.0;
23;23;requested;;VERB;VBN;ROOT;[119, 128];requested;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;24.0;
24;24;.;;PUNCT;.;punct;[129, 130];.;king’s_landing_guard;;;GameOfThrones.Season01.Episode03;1.0;25.0;
25;25;;;;;;;;;;;;;;
26;26;eddard_stark Get;;AUX;VB;ROOT;[0, 3];Get;eddard_stark;;;GameOfThrones.Season01.Episode03;2.0;1.0;
27;27;the;;DET;DT;det;[4, 7];the;eddard_stark;;;GameOfThrones.Season01.Episode03;2.0;2.0;
28;28;girls;;NOUN;NNS;nsubj;[8, 13];girl;eddard_stark;;;GameOfThrones.Season01.Episode03;2.0;3.0;
29;29;settled;;VERB;VBN;ccomp;[14, 21];settled;eddard_stark;;;GameOfThrones.Season01.Episode03;2.0;4.0;
