;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;dr_ross_geller She;UNKNOWN;PRON;PRP;nsubj;[0, 3];She;dr_ross_geller;;1;Friends.Season01.Episode23;1;1
1;'s;;AUX;VBZ;ROOT;[4, 6];'s;dr_ross_geller;;;Friends.Season01.Episode23;1;2
2;not;;PART;RB;neg;[7, 10];not;dr_ross_geller;;;Friends.Season01.Episode23;1;3
3;here;;ADV;RB;advmod;[11, 15];here;dr_ross_geller;;;Friends.Season01.Episode23;1;4
4;yet;;ADV;RB;advmod;[16, 19];yet;dr_ross_geller;;;Friends.Season01.Episode23;1;5
5;.;;PUNCT;.;punct;[20, 21];.;dr_ross_geller;;;Friends.Season01.Episode23;1;6
6;She;UNKNOWN;PRON;PRP;nsubj;[22, 25];She;dr_ross_geller;;2;Friends.Season01.Episode23;1;7
7;'s;;AUX;VBZ;ROOT;[26, 28];'s;dr_ross_geller;;;Friends.Season01.Episode23;1;8
8;not;;PART;RB;neg;[29, 32];not;dr_ross_geller;;;Friends.Season01.Episode23;1;9
9;here;;ADV;RB;advmod;[33, 37];here;dr_ross_geller;;;Friends.Season01.Episode23;1;10
10;.;;PUNCT;.;punct;[38, 39];.;dr_ross_geller;;;Friends.Season01.Episode23;1;11
11;She;UNKNOWN;PRON;PRP;nsubj;[40, 43];She;dr_ross_geller;;3;Friends.Season01.Episode23;1;12
12;'s;;AUX;VBZ;aux;[44, 46];'s;dr_ross_geller;;;Friends.Season01.Episode23;1;13
13;having;;VERB;VBG;ROOT;[47, 53];having;dr_ross_geller;;;Friends.Season01.Episode23;1;14
14;my;dr_ross_geller;DET;PRP$;poss;[54, 56];my;dr_ross_geller;;4;Friends.Season01.Episode23;1;15
15;baby;;NOUN;NN;dobj;[57, 61];baby;dr_ross_geller;;;Friends.Season01.Episode23;1;16
16;and;;CCONJ;CC;cc;[62, 65];and;dr_ross_geller;;;Friends.Season01.Episode23;1;17
17;she;UNKNOWN;PRON;PRP;nsubj;[66, 69];she;dr_ross_geller;;5;Friends.Season01.Episode23;1;18
18;'s;;AUX;VBZ;ROOT;[70, 72];'s;dr_ross_geller;;;Friends.Season01.Episode23;1;19
19;not;;PART;RB;neg;[73, 76];not;dr_ross_geller;;;Friends.Season01.Episode23;1;20
20;here;;ADV;RB;advmod;[77, 81];here;dr_ross_geller;;;Friends.Season01.Episode23;1;21
21;.;;PUNCT;.;punct;[82, 83];.;dr_ross_geller;;;Friends.Season01.Episode23;1;22
