;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;dr_ross_geller Guys;the_guys;PROPN;NNP;ROOT;[0, 4];Guys;dr_ross_geller;;1;Friends.Season01.Episode10;1;1
1;?;;PUNCT;.;punct;[5, 6];?;dr_ross_geller;;;Friends.Season01.Episode10;1;2
2;There;;PRON;EX;expl;[7, 12];There;dr_ross_geller;;;Friends.Season01.Episode10;1;3
3;'s;;AUX;VBZ;ROOT;[13, 15];'s;dr_ross_geller;;;Friends.Season01.Episode10;1;4
4;a;;DET;DT;det;[16, 17];a;dr_ross_geller;;;Friends.Season01.Episode10;1;5
5;somebody;;PRON;NN;attr;[18, 26];somebody;dr_ross_geller;;;Friends.Season01.Episode10;1;6
6;I;dr_ross_geller;PRON;PRP;nsubj;[27, 28];I;dr_ross_geller;;2;Friends.Season01.Episode10;1;7
7;'d;;VERB;MD;aux;[29, 31];'d;dr_ross_geller;;;Friends.Season01.Episode10;1;8
8;like;;VERB;VB;relcl;[32, 36];like;dr_ross_geller;;;Friends.Season01.Episode10;1;9
9;you;;PRON;PRP;nsubj;[37, 40];you;dr_ross_geller;;;Friends.Season01.Episode10;1;10
10;to;;PART;TO;aux;[41, 43];to;dr_ross_geller;;;Friends.Season01.Episode10;1;11
11;meet;;VERB;VB;ccomp;[44, 48];meet;dr_ross_geller;;;Friends.Season01.Episode10;1;12
12;.;;PUNCT;.;punct;[49, 50];.;dr_ross_geller;;;Friends.Season01.Episode10;1;13
13;;;;;;;;;;;;;
14;all@ Oooh;;PROPN;NNP;ROOT;[0, 4];Oooh;all@;;;Friends.Season01.Episode10;2;1
15;!;;PUNCT;.;punct;[5, 6];!;all@;;;Friends.Season01.Episode10;2;2
16;;;;;;;;;;;;;
17;monica_geller W;;PROPN;NNP;compound;[0, 1];W;monica_geller;;;Friends.Season01.Episode10;3;1
18;-;;PUNCT;HYPH;punct;[2, 3];-;monica_geller;;;Friends.Season01.Episode10;3;2
19;wait;;VERB;VB;ROOT;[4, 8];wait;monica_geller;;;Friends.Season01.Episode10;3;3
20;.;;PUNCT;.;punct;[9, 10];.;monica_geller;;;Friends.Season01.Episode10;3;4
21;What;;PRON;WP;attr;[11, 15];What;monica_geller;;;Friends.Season01.Episode10;3;5
22;is;;AUX;VBZ;ROOT;[16, 18];is;monica_geller;;;Friends.Season01.Episode10;3;6
23;that;;DET;DT;nsubj;[19, 23];that;monica_geller;;;Friends.Season01.Episode10;3;7
24;?;;PUNCT;.;punct;[24, 25];?;monica_geller;;;Friends.Season01.Episode10;3;8
25;;;;;;;;;;;;;
26;dr_ross_geller ';;PUNCT;'';punct;[0, 1];';dr_ross_geller;;;Friends.Season01.Episode10;4;1
27;That;;SCONJ;IN;nsubj;[2, 6];That;dr_ross_geller;;;Friends.Season01.Episode10;4;2
28;';;PUNCT;'';punct;[7, 8];';dr_ross_geller;;;Friends.Season01.Episode10;4;3
29;would;;VERB;MD;aux;[9, 14];would;dr_ross_geller;;;Friends.Season01.Episode10;4;4
30;be;;AUX;VB;ROOT;[15, 17];be;dr_ross_geller;;;Friends.Season01.Episode10;4;5
31;Marcel;;PROPN;NNP;attr;[18, 24];Marcel;dr_ross_geller;;;Friends.Season01.Episode10;4;6
32;.;;PUNCT;.;punct;[25, 26];.;dr_ross_geller;;;Friends.Season01.Episode10;4;7
33;You;monica_geller;PRON;PRP;nsubj;[27, 30];You;dr_ross_geller;;3;Friends.Season01.Episode10;4;8
34;wanna;;PROPN;NNP;appos;[31, 36];wanna;dr_ross_geller;;;Friends.Season01.Episode10;4;9
35;say;;VERB;VBP;ROOT;[37, 40];say;dr_ross_geller;;;Friends.Season01.Episode10;4;10
36;hi;;INTJ;UH;intj;[41, 43];hi;dr_ross_geller;;;Friends.Season01.Episode10;4;11
37;?;;PUNCT;.;punct;[44, 45];?;dr_ross_geller;;;Friends.Season01.Episode10;4;12
38;;;;;;;;;;;;;
39;monica_geller No;;INTJ;UH;intj;[0, 2];No;monica_geller;;;Friends.Season01.Episode10;5;1
40;,;;PUNCT;,;punct;[3, 4];,;monica_geller;;;Friends.Season01.Episode10;5;2
41;no;;INTJ;UH;intj;[5, 7];no;monica_geller;;;Friends.Season01.Episode10;5;3
42;,;;PUNCT;,;punct;[8, 9];,;monica_geller;;;Friends.Season01.Episode10;5;4
43;I;monica_geller;PRON;PRP;nsubj;[10, 11];I;monica_geller;;4;Friends.Season01.Episode10;5;5
44;do;;AUX;VBP;ROOT;[12, 14];do;monica_geller;;;Friends.Season01.Episode10;5;6
45;n't;;PART;RB;neg;[15, 18];n't;monica_geller;;;Friends.Season01.Episode10;5;7
46;.;;PUNCT;.;punct;[19, 20];.;monica_geller;;;Friends.Season01.Episode10;5;8
47;;;;;;;;;;;;;
48;rachel_green Oh;;INTJ;UH;intj;[0, 2];Oh;rachel_green;;;Friends.Season01.Episode10;6;1
49;,;;PUNCT;,;punct;[3, 4];,;rachel_green;;;Friends.Season01.Episode10;6;2
50;he;UNKNOWN;PRON;PRP;nsubj;[5, 7];he;rachel_green;;5;Friends.Season01.Episode10;6;3
