;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;crewman_specialist_cally_henderson Oh;;INTJ;UH;intj;[0, 2];Oh;crewman_specialist_cally_henderson;;;BattlestarGalactica.Season01.Episode02;1;1
1;,;;PUNCT;,;punct;[3, 4];,;crewman_specialist_cally_henderson;;;BattlestarGalactica.Season01.Episode02;1;2
2;excuse;;VERB;VB;parataxis;[5, 11];excuse;crewman_specialist_cally_henderson;;;BattlestarGalactica.Season01.Episode02;1;3
3;me;crewman_specialist_cally_henderson;PRON;PRP;dobj;[12, 14];me;crewman_specialist_cally_henderson;;1;BattlestarGalactica.Season01.Episode02;1;4
4;,;;PUNCT;,;punct;[15, 16];,;crewman_specialist_cally_henderson;;;BattlestarGalactica.Season01.Episode02;1;5
5;lieutenant;;PROPN;NNP;ROOT;[17, 27];lieutenant;crewman_specialist_cally_henderson;;;BattlestarGalactica.Season01.Episode02;1;6
6;?;;PUNCT;.;punct;[28, 29];?;crewman_specialist_cally_henderson;;;BattlestarGalactica.Season01.Episode02;1;7
7;;;;;;;;;;;;;
8;lt_sharon_valerii Specialist;crewman_specialist_cally_henderson;ADJ;JJ;ROOT;[0, 10];Specialist;lt_sharon_valerii;;2;BattlestarGalactica.Season01.Episode02;2;1
9;,;;PUNCT;,;punct;[11, 12];,;lt_sharon_valerii;;;BattlestarGalactica.Season01.Episode02;2;2
10;good;;ADJ;JJ;amod;[13, 17];good;lt_sharon_valerii;;;BattlestarGalactica.Season01.Episode02;2;3
11;evening;;NOUN;NN;appos;[18, 25];evening;lt_sharon_valerii;TIME;;BattlestarGalactica.Season01.Episode02;2;4
12;.;;PUNCT;.;punct;[26, 27];.;lt_sharon_valerii;;;BattlestarGalactica.Season01.Episode02;2;5
13;;;;;;;;;;;;;
14;crewman_specialist_cally_henderson Sir;;PROPN;NNP;npadvmod;[0, 3];Sir;crewman_specialist_cally_henderson;;;BattlestarGalactica.Season01.Episode02;3;1
15;?;;PUNCT;.;punct;[4, 5];?;crewman_specialist_cally_henderson;;;BattlestarGalactica.Season01.Episode02;3;2
16;;;;;;;;;;;;;
17;lt_sharon_valerii Is;;AUX;VBZ;ROOT;[0, 2];Is;lt_sharon_valerii;;;BattlestarGalactica.Season01.Episode02;4;1
18;something;;PRON;NN;nsubj;[3, 12];something;lt_sharon_valerii;;;BattlestarGalactica.Season01.Episode02;4;2
19;wrong;;ADJ;JJ;amod;[13, 18];wrong;lt_sharon_valerii;;;BattlestarGalactica.Season01.Episode02;4;3
20;?;;PUNCT;.;punct;[19, 20];?;lt_sharon_valerii;;;BattlestarGalactica.Season01.Episode02;4;4
21;;;;;;;;;;;;;
22;crewman_specialist_cally_henderson No;;INTJ;UH;ROOT;[0, 2];No;crewman_specialist_cally_henderson;;;BattlestarGalactica.Season01.Episode02;5;1
23;,;;PUNCT;,;punct;[3, 4];,;crewman_specialist_cally_henderson;;;BattlestarGalactica.Season01.Episode02;5;2
24;sir;;NOUN;NN;npadvmod;[5, 8];sir;crewman_specialist_cally_henderson;;;BattlestarGalactica.Season01.Episode02;5;3
25;,;;PUNCT;,;punct;[9, 10];,;crewman_specialist_cally_henderson;;;BattlestarGalactica.Season01.Episode02;5;4
26;its;;DET;PRP$;poss;[11, 14];it;crewman_specialist_cally_henderson;;;BattlestarGalactica.Season01.Episode02;5;5
