;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;cpt_lee_adama Helmet;;PROPN;NNP;ROOT;[0, 6];Helmet;cpt_lee_adama;;;BattlestarGalactica.Season01.Episode04;1;1
1;.;;PUNCT;.;punct;[7, 8];.;cpt_lee_adama;;;BattlestarGalactica.Season01.Episode04;1;2
2;;;;;;;;;;;;;
3;captain_kara_thrace You;cpt_lee_adama;PRON;PRP;nsubj;[0, 3];You;captain_kara_thrace;;1;BattlestarGalactica.Season01.Episode04;2;1
4;are;;AUX;VBP;ROOT;[4, 7];are;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;2;2
5;so;;ADV;RB;advmod;[8, 10];so;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;2;3
6;unprepared;;ADJ;JJ;acomp;[11, 21];unprepared;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;2;4
7;.;;PUNCT;.;punct;[22, 23];.;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;2;5
8;;;;;;;;;;;;;
9;cpt_lee_adama Shut;;VERB;VB;ROOT;[0, 4];Shut;cpt_lee_adama;;;BattlestarGalactica.Season01.Episode04;3;1
10;up;;ADP;RP;prt;[5, 7];up;cpt_lee_adama;;;BattlestarGalactica.Season01.Episode04;3;2
11;.;;PUNCT;.;punct;[8, 9];.;cpt_lee_adama;;;BattlestarGalactica.Season01.Episode04;3;3
12;;;;;;;;;;;;;
13;captain_kara_thrace You;cpt_lee_adama;PRON;PRP;nsubj;[0, 3];You;captain_kara_thrace;;2;BattlestarGalactica.Season01.Episode04;4;1
14;re;;VERB;VBZ;ROOT;[4, 6];re;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;4;2
15;the;;DET;DT;det;[7, 10];the;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;4;3
16;worst;;ADJ;JJS;amod;[11, 16];worst;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;4;4
17;CAG;;NOUN;NN;attr;[17, 20];CAG;captain_kara_thrace;ORG;;BattlestarGalactica.Season01.Episode04;4;5
18;in;;ADP;IN;prep;[21, 23];in;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;4;6
19;the;;DET;DT;det;[24, 27];the;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;4;7
20;history;;NOUN;NN;pobj;[28, 35];history;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;4;8
21;of;;ADP;IN;prep;[36, 38];of;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;4;9
22;CAGs;;PROPN;NNP;pobj;[39, 43];CAGs;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;4;10
23;,;;PUNCT;,;punct;[44, 45];,;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;4;11
24;actually;;ADV;RB;advmod;[46, 54];actually;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;4;12
25;.;;PUNCT;.;punct;[55, 56];.;captain_kara_thrace;;;BattlestarGalactica.Season01.Episode04;4;13
26;;;;;;;;;;;;;
27;Intercom Raptor;;PROPN;NNP;compound;[0, 6];Raptor;Intercom;;;BattlestarGalactica.Season01.Episode04;5;1
28;Pilot;;PROPN;NNP;compound;[7, 12];Pilot;Intercom;;;BattlestarGalactica.Season01.Episode04;5;2
29;Lieutenant;;PROPN;NNP;compound;[13, 23];Lieutenant;Intercom;;;BattlestarGalactica.Season01.Episode04;5;3
30;Dwight;lt_dwight_saunders;PROPN;NNP;compound;[24, 30];Dwight;Intercom;;3;BattlestarGalactica.Season01.Episode04;5;4
31;Flat;;PROPN;NNP;compound;[31, 35];Flat;Intercom;;;BattlestarGalactica.Season01.Episode04;5;5
32;Top;;PROPN;NNP;compound;[36, 39];Top;Intercom;;;BattlestarGalactica.Season01.Episode04;5;6
33;Sanders;;NOUN;NNS;nsubj;[40, 47];Sanders;Intercom;;;BattlestarGalactica.Season01.Episode04;5;7
34;entering;;VERB;VBG;ccomp;[48, 56];entering;Intercom;;;BattlestarGalactica.Season01.Episode04;5;8
35;hangar;;NOUN;NN;compound;[57, 63];hangar;Intercom;;;BattlestarGalactica.Season01.Episode04;5;9
36;deck;;NOUN;NN;dobj;[64, 68];deck;Intercom;;;BattlestarGalactica.Season01.Episode04;5;10
37;12B.;;NUM;CD;nummod;[69, 73];12B.;Intercom;CARDINAL;;BattlestarGalactica.Season01.Episode04;5;11
38;Deck;;NOUN;NN;compound;[74, 78];Deck;Intercom;;;BattlestarGalactica.Season01.Episode04;5;12
39;hands;;NOUN;NNS;dobj;[79, 84];hand;Intercom;;;BattlestarGalactica.Season01.Episode04;5;13
40;please;;INTJ;UH;intj;[85, 91];please;Intercom;;;BattlestarGalactica.Season01.Episode04;5;14
41;report;;VERB;VB;ROOT;[92, 98];report;Intercom;;;BattlestarGalactica.Season01.Episode04;5;15
42;.;;PUNCT;.;punct;[99, 100];.;Intercom;;;BattlestarGalactica.Season01.Episode04;5;16
