	idSent	idChar	label
0	1	[0, 1]	randall_culver
1	1	[7, 12]	daryl_dixon
2	2	[0, 3]	randall_culver
3	2	[9, 11]	daryl_dixon
4	3	[0, 1]	randall_culver
5	3	[27, 28]	randall_culver
6	4	[12, 16]	randall_culver
7	5	[47, 50]	daryl_dixon
8	6		
9	7		
10	8		
11	9	[5, 6]	randall_culver
12	9	[21, 22]	randall_culver
13	9	[31, 33]	multiple_persons
14	10		
15	11	[0, 1]	randall_culver
16	11	[5, 6]	randall_culver
17	11	[39, 41]	randall_culver
18	12	[4, 7]	randall_culver
19	13	[10, 13]	daryl_dixon
20	13	[16, 19]	randall_culver
21	13	[23, 26]	randall_culver
22	14		
23	15		
24	16	[18, 21]	randall_culver
25	17	[66, 67]	randall_culver
26	18	[0, 4]	randall_culver
27	18	[18, 20]	daryl_dixon
28	18	[54, 57]	randall_culver
29	18	[89, 92]	randall_culver
30	18	[112, 114]	daryl_dixon
31	18	[115, 118]	randall_culver
32	19	[33, 35]	randall_culver
33	19	[140, 141]	randall_culver
34	19	[178, 181]	daryl_dixon
35	19	[195, 197]	multiple_persons
36	19	[244, 246]	multiple_persons
37	19	[250, 252]	multiple_persons
38	19	[292, 295]	UNKNOWN
39	19	[325, 328]	daryl_dixon
40	19	[441, 444]	UNKNOWN
41	19	[486, 489]	UNKNOWN
42	19	[499, 502]	UNKNOWN
43	19	[546, 549]	UNKNOWN
44	19	[580, 581]	randall_culver
45	19	[615, 616]	randall_culver
46	19	[623, 624]	randall_culver
47	19	[656, 659]	daryl_dixon
48	19	[675, 677]	randall_culver
49	19	[686, 687]	randall_culver
50	19	[706, 707]	randall_culver
51	19	[745, 748]	daryl_dixon
52	19	[764, 766]	randall_culver
53	19	[119, 122]	multiple_persons
54	20	[24, 26]	multiple_persons
55	20	[49, 51]	multiple_persons
56	20	[8, 11]	multiple_persons
57	21		
58	22	[0, 2]	multiple_persons
59	22	[15, 18]	randall_culver
60	23	[0, 2]	multiple_persons
61	24	[128, 131]	multiple_persons
62	24	[152, 155]	multiple_persons
63	25	[9, 12]	daryl_dixon
64	26		
65	27		
66	28	[0, 4]	rick_grimes
67	28	[16, 19]	rick_grimes
68	29	[0, 2]	multiple_persons
69	29	[20, 22]	UNKNOWN
70	29	[37, 39]	multiple_persons
71	30	[0, 3]	rick_grimes
72	30	[25, 28]	UNKNOWN
73	31	[16, 17]	rick_grimes
74	32	[0, 3]	rick_grimes
75	32	[21, 24]	rick_grimes
76	32	[48, 49]	dale_horvath
77	32	[55, 58]	rick_grimes
78	33	[0, 1]	rick_grimes
79	33	[44, 46]	multiple_persons
80	33	[58, 59]	rick_grimes
81	34	[4, 7]	rick_grimes
82	34	[30, 34]	rick_grimes
83	35		
84	36	[41, 44]	rick_grimes
85	37	[25, 27]	multiple_persons
86	38	[3, 5]	randall_culver
87	38	[70, 72]	randall_culver
88	39	[0, 2]	multiple_persons
89	40		
90	41	[5, 7]	multiple_persons
91	42		
92	43	[34, 35]	rick_grimes
93	44	[0, 3]	rick_grimes
94	44	[16, 20]	rick_grimes
95	44	[44, 47]	rick_grimes
96	44	[94, 95]	dale_horvath
97	44	[141, 144]	rick_grimes
98	44	[154, 156]	dale_horvath
99	44	[185, 189]	carl_grimes
100	44	[59, 62]	randall_culver
101	45	[0, 1]	rick_grimes
102	45	[7, 9]	multiple_persons
103	46	[0, 1]	dale_horvath
104	47	[4, 7]	dale_horvath
105	48	[7, 8]	dale_horvath
106	48	[14, 17]	andrea_harrison
107	48	[27, 34]	randall_culver
108	48	[45, 48]	randall_culver
109	49		
110	50	[0, 4]	rick_grimes
111	50	[15, 17]	dale_horvath
112	50	[90, 95]	shane_walsh
113	51	[0, 3]	dale_horvath
114	51	[10, 12]	shane_walsh
115	51	[35, 42]	shane_walsh
116	52	[0, 3]	andrea_harrison
117	52	[50, 53]	andrea_harrison
118	52	[35, 38]	shane_walsh
119	52	[59, 62]	shane_walsh
120	53	[22, 24]	andrea_harrison
121	53	[0, 2]	shane_walsh
122	54	[0, 3]	andrea_harrison
123	55		
124	56	[0, 3]	andrea_harrison
125	56	[71, 74]	shane_walsh
126	57	[0, 3]	dale_horvath
127	57	[80, 83]	multiple_persons
128	57	[59, 62]	randall_culver
129	58		
130	59	[9, 11]	multiple_persons
131	60	[15, 17]	multiple_persons
132	60	[45, 48]	multiple_persons
133	61	[0, 1]	andrea_harrison
134	61	[12, 16]	dale_horvath
135	61	[44, 45]	andrea_harrison
136	61	[52, 55]	dale_horvath
137	62	[27, 28]	randall_culver
138	62	[55, 56]	randall_culver
139	62	[96, 98]	randall_culver
140	63	[3, 5]	randall_culver
141	63	[28, 30]	randall_culver
142	64	[0, 2]	randall_culver
143	65	[4, 5]	carl_grimes
144	65	[10, 13]	randall_culver
145	66	[93, 95]	multiple_persons
146	66	[12, 15]	carol_peletier
147	66	[68, 71]	carol_peletier
148	66	[80, 83]	carol_peletier
149	67	[0, 4]	dale_horvath
150	67	[27, 30]	andrea_harrison
151	67	[52, 54]	shane_walsh
152	67	[59, 62]	andrea_harrison
153	67	[80, 81]	shane_walsh
154	67	[118, 119]	shane_walsh
155	67	[155, 158]	andrea_harrison
156	67	[171, 173]	shane_walsh
157	67	[20, 22]	dale_horvath
158	68	[0, 1]	andrea_harrison
159	69	[17, 20]	andrea_harrison
160	69	[30, 34]	dale_horvath
161	70	[0, 1]	andrea_harrison
162	70	[11, 12]	andrea_harrison
163	70	[22, 25]	shane_walsh
164	70	[7, 10]	dale_horvath
165	71	[6, 9]	andrea_harrison
166	71	[61, 64]	andrea_harrison
167	71	[96, 99]	andrea_harrison
168	71	[150, 151]	shane_walsh
169	71	[163, 166]	andrea_harrison
170	71	[224, 226]	multiple_persons
171	71	[256, 259]	multiple_persons
172	71	[272, 274]	shane_walsh
173	71	[279, 282]	andrea_harrison
174	71	[307, 309]	multiple_persons
175	71	[346, 349]	andrea_harrison
176	71	[34, 37]	dale_horvath
177	72	[15, 18]	shane_walsh
178	73	[24, 26]	shane_walsh
179	73	[29, 30]	shane_walsh
180	74	[12, 15]	shane_walsh
181	74	[28, 32]	rick_grimes
182	74	[69, 76]	hershel_greene
183	75	[6, 8]	multiple_persons
184	76	[11, 14]	shane_walsh
185	76	[63, 64]	andrea_harrison
186	77	[27, 28]	shane_walsh
187	77	[54, 55]	shane_walsh
188	77	[65, 66]	shane_walsh
189	77	[108, 112]	rick_grimes
190	77	[116, 118]	shane_walsh
191	77	[128, 135]	hershel_greene
192	77	[158, 160]	shane_walsh
193	77	[139, 141]	hershel_greene
194	78	[4, 8]	dale_horvath
195	79	[0, 4]	dale_horvath
196	79	[51, 52]	shane_walsh
197	79	[61, 62]	shane_walsh
198	79	[161, 163]	multiple_persons
199	79	[27, 29]	dale_horvath
200	80	[37, 38]	shane_walsh
201	81	[28, 29]	randall_culver
202	81	[33, 40]	randall_culver
203	81	[98, 99]	randall_culver
204	81	[137, 138]	randall_culver
205	81	[225, 226]	randall_culver
206	81	[232, 236]	randall_culver
207	81	[245, 246]	randall_culver
208	81	[250, 251]	randall_culver
209	81	[294, 296]	randall_culver
210	81	[303, 304]	randall_culver
211	81	[326, 327]	randall_culver
212	81	[360, 362]	randall_culver
213	81	[430, 431]	randall_culver
214	81	[435, 436]	randall_culver
215	81	[457, 459]	randall_culver
216	81	[467, 469]	multiple_persons
217	81	[502, 504]	randall_culver
218	81	[507, 508]	randall_culver
219	81	[545, 547]	randall_culver
220	81	[557, 559]	multiple_persons
221	81	[635, 637]	randall_culver
222	81	[673, 675]	randall_culver
223	81	[51, 55]	carl_grimes
224	81	[92, 95]	rick_grimes
225	81	[105, 108]	rick_grimes
226	81	[118, 120]	rick_grimes
227	81	[87, 91]	carl_grimes
228	81	[150, 154]	carl_grimes
229	81	[155, 158]	lori_grimes
230	81	[197, 200]	carl_grimes
231	81	[211, 215]	carl_grimes
232	81	[336, 340]	carl_grimes
233	81	[341, 344]	rick_grimes
234	81	[493, 496]	carl_grimes
235	81	[518, 521]	carl_grimes
236	81	[526, 530]	carl_grimes
237	81	[582, 585]	carl_grimes
238	81	[593, 596]	carl_grimes
239	81	[174, 180]	carl_grimes
240	81	[184, 190]	carl_grimes
241	81	[371, 374]	rick_grimes
242	81	[404, 407]	rick_grimes
243	82	[47, 50]	randall_culver
244	82	[18, 21]	carl_grimes
245	82	[58, 61]	carl_grimes
246	82	[84, 87]	carl_grimes
247	82	[73, 76]	randall_culver
248	83	[0, 1]	randall_culver
249	84		
250	85	[4, 6]	shane_walsh
251	85	[29, 30]	shane_walsh
252	85	[12, 15]	randall_culver
253	85	[42, 45]	randall_culver
254	85	[52, 55]	randall_culver
255	86	[5, 10]	shane_walsh
256	87	[5, 9]	randall_culver
257	87	[23, 27]	randall_culver
258	88	[0, 5]	shane_walsh
259	89	[0, 3]	randall_culver
260	89	[19, 22]	randall_culver
261	89	[25, 28]	randall_culver
262	90		
263	91	[4, 8]	carl_grimes
264	92	[9, 12]	carl_grimes
265	93	[19, 21]	carl_grimes
266	93	[22, 29]	carl_grimes's_parents
267	94	[0, 4]	carl_grimes
268	94	[32, 35]	carl_grimes
269	94	[26, 29]	carl_grimes
270	95	[0, 1]	carl_grimes
271	95	[13, 19]	carl_grimes
272	96	[4, 6]	shane_walsh
273	96	[12, 15]	carl_grimes
274	96	[29, 32]	carl_grimes
275	96	[63, 66]	carl_grimes
276	96	[72, 74]	shane_walsh
277	96	[48, 51]	randall_culver
278	97	[0, 3]	shane_walsh
279	97	[16, 18]	carl_grimes
280	97	[19, 26]	carl_grimes's_parents
281	97	[34, 37]	shane_walsh
282	98	[0, 4]	carl_grimes
283	98	[106, 109]	carl_grimes
284	98	[131, 134]	carl_grimes
285	98	[175, 178]	carl_grimes
286	98	[183, 187]	carl_grimes
287	98	[201, 204]	carl_grimes
288	98	[209, 213]	carl_grimes
289	98	[264, 266]	shane_walsh
290	98	[292, 296]	carl_grimes
291	98	[310, 314]	carl_grimes
292	98	[336, 344]	carl_grimes
293	98	[5, 8]	carl_grimes
294	98	[82, 84]	randall_culver
295	98	[112, 114]	randall_culver
296	98	[150, 153]	randall_culver
297	98	[156, 158]	randall_culver
298	98	[354, 357]	carl_grimes
299	98	[277, 280]	carl_grimes
300	98	[297, 299]	lori_grimes
301	99	[19, 21]	daryl_dixon
302	99	[26, 28]	daryl_dixon
303	99	[71, 74]	multiple_persons
304	100		
305	101	[0, 5]	carol_peletier
306	101	[11, 14]	dale_horvath
307	102	[0, 5]	carol_peletier
308	102	[50, 53]	daryl_dixon
309	102	[56, 60]	daryl_dixon
310	103	[9, 10]	daryl_dixon
311	103	[23, 25]	daryl_dixon
312	103	[63, 64]	daryl_dixon
313	103	[91, 97]	daryl_dixon
314	103	[102, 104]	daryl_dixon
315	103	[3, 6]	dale_horvath
316	104	[0, 3]	daryl_dixon
317	104	[13, 16]	daryl_dixon
318	105	[20, 21]	daryl_dixon
319	106	[17, 20]	daryl_dixon
320	106	[49, 56]	randall_culver
321	107		
322	108	[24, 26]	dale_horvath
323	109	[12, 15]	dale_horvath
324	110	[0, 4]	daryl_dixon
325	111	[31, 33]	daryl_dixon
326	111	[0, 3]	dale_horvath
327	112	[0, 5]	carol_peletier
328	112	[15, 16]	dale_horvath
329	112	[38, 41]	daryl_dixon
330	112	[55, 58]	daryl_dixon
331	112	[64, 68]	rick_grimes
332	113	[0, 4]	rick_grimes
333	113	[19, 24]	shane_walsh
