	idSent	idChar	label
0	1		
1	2	[0, 4]	carl_grimes
2	3	[0, 4]	carl_grimes
3	4	[0, 6]	sophia
4	4	[12, 15]	sophia
5	5	[7, 10]	sophia
6	6	[7, 9]	multiple_persons
7	7		
8	8		
9	9	[7, 9]	carl_grimes
10	10	[20, 23]	rick_grimes
11	10	[36, 43]	hershel_greene
12	10	[0, 2]	carl_grimes
13	10	[48, 51]	hershel_greene
14	11	[4, 9]	shane_walsh
15	11	[12, 14]	multiple_persons
16	11	[28, 32]	carl_grimes
17	11	[44, 47]	shane_walsh
18	12	[12, 14]	multiple_persons
19	13		
20	14		
21	15	[30, 33]	multiple_persons
22	15	[87, 90]	multiple_persons
23	15	[228, 231]	multiple_persons
24	15	[254, 256]	multiple_persons
25	15	[350, 355]	shane_walsh
26	15	[39, 44]	UNKNOWN
27	15	[45, 51]	UNKNOWN
28	15	[99, 103]	otis
29	15	[161, 165]	otis
30	15	[110, 113]	otis
31	15	[134, 137]	otis
32	15	[177, 180]	otis
33	15	[302, 306]	UNKNOWN
34	15	[289, 291]	otis
35	15	[317, 319]	otis
36	15	[328, 330]	otis
37	15	[363, 366]	shane_walsh
38	15	[377, 381]	otis
39	15	[67, 70]	otis
40	16	[0, 1]	shane_walsh
41	16	[22, 23]	shane_walsh
42	17	[0, 3]	shane_walsh
43	17	[33, 36]	shane_walsh
44	17	[73, 74]	patricia
45	17	[90, 91]	patricia
46	17	[27, 30]	otis
47	17	[44, 47]	otis
48	17	[105, 108]	otis
49	18	[7, 9]	multiple_persons
50	18	[49, 51]	multiple_persons
51	18	[83, 84]	shane_walsh
52	18	[140, 142]	multiple_persons
53	18	[193, 195]	otis
54	19	[8, 10]	shane_walsh
55	19	[36, 38]	shane_walsh
56	19	[0, 2]	otis
57	19	[11, 14]	otis
58	19	[26, 28]	otis
59	20	[74, 77]	shane_walsh
60	20	[15, 17]	otis
61	20	[25, 27]	otis
62	20	[40, 41]	otis
63	20	[62, 63]	otis
64	21	[9, 10]	shane_walsh
65	21	[43, 44]	shane_walsh
66	21	[97, 101]	carl_grimes
67	21	[131, 133]	multiple_persons
68	21	[36, 40]	otis
69	21	[115, 119]	otis
70	21	[122, 124]	otis
71	21	[182, 185]	otis
72	22		
73	23		
74	24		
75	25	[18, 20]	multiple_persons
76	25	[60, 62]	multiple_persons
77	26	[4, 7]	rick_grimes
78	26	[22, 25]	rick_grimes
79	26	[54, 57]	rick_grimes
80	26	[129, 133]	rick_grimes
81	26	[157, 160]	rick_grimes
82	27	[17, 19]	daryl_dixon
83	27	[22, 23]	daryl_dixon
84	27	[64, 66]	daryl_dixon
85	27	[84, 85]	daryl_dixon
86	28	[0, 1]	shane_walsh
87	28	[42, 48]	sophia
88	29	[28, 30]	multiple_persons
89	30	[11, 13]	multiple_persons
90	30	[26, 29]	multiple_persons
91	30	[93, 95]	multiple_persons
92	31	[0, 1]	hershel_greene
93	31	[12, 15]	shane_walsh
94	31	[37, 39]	hershel_greene
95	31	[51, 53]	multiple_persons
96	32	[18, 21]	hershel_greene
97	33	[7, 9]	multiple_persons
98	33	[56, 58]	multiple_persons
99	33	[36, 40]	hershel_greene
100	33	[114, 120]	sophia
101	34	[0, 1]	shane_walsh
102	34	[71, 73]	multiple_persons
103	34	[100, 101]	shane_walsh
104	34	[108, 110]	multiple_persons
105	34	[138, 140]	multiple_persons
106	34	[79, 82]	sophia
107	34	[87, 90]	sophia
108	35	[0, 3]	shane_walsh
109	36	[4, 7]	sophia
110	36	[8, 14]	carol_peletier
111	36	[34, 37]	carol_peletier
112	36	[25, 28]	multiple_persons
113	37		
114	38	[0, 1]	shane_walsh
115	38	[76, 78]	multiple_persons
116	38	[114, 115]	shane_walsh
117	38	[153, 157]	dale_horvath
118	39	[0, 3]	multiple_persons
119	40		
120	41	[11, 14]	rick_grimes
121	42	[10, 13]	maggie_greene
122	43	[0, 2]	multiple_persons
123	43	[31, 32]	maggie_greene
124	44	[14, 19]	shane_walsh
125	45	[53, 54]	maggie_greene
126	46	[4, 7]	multiple_persons
127	46	[48, 53]	glenn_rhee
128	46	[56, 59]	multiple_persons
129	46	[84, 85]	rick_grimes
130	46	[93, 96]	glenn_rhee
131	47	[0, 1]	shane_walsh
132	47	[7, 9]	carl_grimes
133	48	[7, 9]	carl_grimes
134	48	[37, 39]	carl_grimes
135	49	[19, 22]	lori_grimes
136	50		
137	51	[0, 3]	lori_grimes
138	51	[20, 23]	lori_grimes
139	51	[44, 47]	lori_grimes
140	51	[86, 87]	shane_walsh
141	52	[0, 1]	lori_grimes
142	53		
143	54	[0, 1]	maggie_greene
144	54	[7, 10]	glenn_rhee
145	54	[23, 27]	glenn_rhee
