;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;hugo_reyes He;UNKNOWN;PRON;PRP;nsubj;[0, 2];He;hugo_reyes;;1;Lost.Season01.Episode11;1;1
1;was;;AUX;VBD;ROOT;[3, 6];wa;hugo_reyes;;;Lost.Season01.Episode11;1;2
2;n't;;PART;RB;neg;[7, 10];n't;hugo_reyes;;;Lost.Season01.Episode11;1;3
3;on;;ADP;IN;prep;[11, 13];on;hugo_reyes;;;Lost.Season01.Episode11;1;4
4;the;;DET;DT;det;[14, 17];the;hugo_reyes;;;Lost.Season01.Episode11;1;5
5;plane;;NOUN;NN;pobj;[18, 23];plane;hugo_reyes;;;Lost.Season01.Episode11;1;6
6;.;;PUNCT;.;punct;[24, 25];.;hugo_reyes;;;Lost.Season01.Episode11;1;7
7;;;;;;;;;;;;;
8;kate_austen Who;;PRON;WP;nsubj;[0, 3];Who;kate_austen;;;Lost.Season01.Episode11;2;1
9;was;;AUX;VBD;ROOT;[4, 7];wa;kate_austen;;;Lost.Season01.Episode11;2;2
10;n't;;PART;RB;neg;[8, 11];n't;kate_austen;;;Lost.Season01.Episode11;2;3
11;on;;ADP;IN;prep;[12, 14];on;kate_austen;;;Lost.Season01.Episode11;2;4
12;the;;DET;DT;det;[15, 18];the;kate_austen;;;Lost.Season01.Episode11;2;5
13;plane;;NOUN;NN;pobj;[19, 24];plane;kate_austen;;;Lost.Season01.Episode11;2;6
14;?;;PUNCT;.;punct;[25, 26];?;kate_austen;;;Lost.Season01.Episode11;2;7
15;;;;;;;;;;;;;
16;hugo_reyes Ethan;dr_ethan_rom;PROPN;NNP;ROOT;[0, 5];Ethan;hugo_reyes;PERSON;2;Lost.Season01.Episode11;3;1
17;,;;PUNCT;,;punct;[6, 7];,;hugo_reyes;;;Lost.Season01.Episode11;3;2
18;the;;DET;DT;det;[8, 11];the;hugo_reyes;;;Lost.Season01.Episode11;3;3
19;Canadian;;ADJ;JJ;amod;[12, 20];Canadian;hugo_reyes;NORP;;Lost.Season01.Episode11;3;4
20;guy;;NOUN;NN;appos;[21, 24];guy;hugo_reyes;;;Lost.Season01.Episode11;3;5
21;,;;PUNCT;,;punct;[25, 26];,;hugo_reyes;;;Lost.Season01.Episode11;3;6
22;he;UNKNOWN;PRON;PRP;nsubj;[27, 29];he;hugo_reyes;;3;Lost.Season01.Episode11;3;7
23;is;;AUX;VBZ;ROOT;[30, 32];is;hugo_reyes;;;Lost.Season01.Episode11;3;8
24;not;;PART;RB;neg;[33, 36];not;hugo_reyes;;;Lost.Season01.Episode11;3;9
25;on;;ADP;IN;prep;[37, 39];on;hugo_reyes;;;Lost.Season01.Episode11;3;10
26;the;;DET;DT;det;[40, 43];the;hugo_reyes;;;Lost.Season01.Episode11;3;11
27;passenger;;NOUN;NN;compound;[44, 53];passenger;hugo_reyes;;;Lost.Season01.Episode11;3;12
28;manifest;;NOUN;NN;pobj;[54, 62];manifest;hugo_reyes;;;Lost.Season01.Episode11;3;13
29;.;;PUNCT;.;punct;[63, 64];.;hugo_reyes;;;Lost.Season01.Episode11;3;14
30;;;;;;;;;;;;;
31;dr_jack_shephard Well;;INTJ;UH;intj;[0, 4];Well;dr_jack_shephard;;;Lost.Season01.Episode11;4;1
32;,;;PUNCT;,;punct;[5, 6];,;dr_jack_shephard;;;Lost.Season01.Episode11;4;2
33;where;;ADV;WRB;advmod;[7, 12];where;dr_jack_shephard;;;Lost.Season01.Episode11;4;3
