;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord
0;charlie_pace Claire;claire_littleton;PROPN;NNP;npadvmod;[0, 6];Claire;charlie_pace;PERSON;1;Lost.Season01.Episode24;1;1
1;,;;PUNCT;,;punct;[7, 8];,;charlie_pace;;;Lost.Season01.Episode24;1;2
2;everybody;;PRON;NN;nsubj;[9, 18];everybody;charlie_pace;;;Lost.Season01.Episode24;1;3
3;'s;;AUX;VBZ;aux;[19, 21];'s;charlie_pace;;;Lost.Season01.Episode24;1;4
4;leaving;;VERB;VBG;ROOT;[22, 29];leaving;charlie_pace;;;Lost.Season01.Episode24;1;5
5;.;;PUNCT;.;punct;[30, 31];.;charlie_pace;;;Lost.Season01.Episode24;1;6
6;;;;;;;;;;;;;
7;claire_littleton Okay;;INTJ;UH;intj;[0, 4];Okay;claire_littleton;;;Lost.Season01.Episode24;2;1
8;,;;PUNCT;,;punct;[5, 6];,;claire_littleton;;;Lost.Season01.Episode24;2;2
9;well;;INTJ;UH;intj;[7, 11];well;claire_littleton;;;Lost.Season01.Episode24;2;3
10;,;;PUNCT;,;punct;[12, 13];,;claire_littleton;;;Lost.Season01.Episode24;2;4
11;I;claire_littleton;PRON;PRP;nsubj;[14, 15];I;claire_littleton;;2;Lost.Season01.Episode24;2;5
12;ca;;VERB;MD;aux;[16, 18];ca;claire_littleton;;;Lost.Season01.Episode24;2;6
13;n't;;PART;RB;neg;[19, 22];n't;claire_littleton;;;Lost.Season01.Episode24;2;7
14;go;;VERB;VB;ROOT;[23, 25];go;claire_littleton;;;Lost.Season01.Episode24;2;8
15;anywhere;;ADV;RB;advmod;[26, 34];anywhere;claire_littleton;;;Lost.Season01.Episode24;2;9
16;,;;PUNCT;,;punct;[35, 36];,;claire_littleton;;;Lost.Season01.Episode24;2;10
17;alright;;INTJ;UH;dep;[37, 44];alright;claire_littleton;;;Lost.Season01.Episode24;2;11
18;?;;PUNCT;.;punct;[45, 46];?;claire_littleton;;;Lost.Season01.Episode24;2;12
19;I;claire_littleton;PRON;PRP;nsubj;[47, 48];I;claire_littleton;;3;Lost.Season01.Episode24;2;13
20;'ve;;AUX;VB;aux;[49, 52];'ve;claire_littleton;;;Lost.Season01.Episode24;2;14
21;got;;VERB;VBN;ROOT;[53, 56];got;claire_littleton;;;Lost.Season01.Episode24;2;15
22;the;;DET;DT;det;[57, 60];the;claire_littleton;;;Lost.Season01.Episode24;2;16
