;Unnamed: 0;token;referenceTo;POS;TAG;dep;idChar;lemma;speaker;entityType;idEntity;idDoc;idSent;idWord;labelDoccano
0;0;jan_levinson Are;;AUX;VBP;aux;[0, 3];Are;jan_levinson;;;TheOffice.Season01.Episode06;1.0;1.0;
1;1;you;;PRON;PRP;nsubj;[4, 7];you;jan_levinson;;;TheOffice.Season01.Episode06;1.0;2.0;
2;2;listening;;VERB;VBG;ROOT;[8, 17];listening;jan_levinson;;;TheOffice.Season01.Episode06;1.0;3.0;
3;3;to;;ADP;IN;prep;[18, 20];to;jan_levinson;;;TheOffice.Season01.Episode06;1.0;4.0;
4;4;me;jan_levinson;PRON;PRP;pobj;[21, 23];me;jan_levinson;;1.0;TheOffice.Season01.Episode06;1.0;5.0;jan_levinson
5;5;Michael;michael_scott;PROPN;NNP;npadvmod;[24, 31];Michael;jan_levinson;PERSON;2.0;TheOffice.Season01.Episode06;1.0;6.0;michael_scott
6;6;?;;PUNCT;.;punct;[32, 33];?;jan_levinson;;;TheOffice.Season01.Episode06;1.0;7.0;
7;7;;;;;;;;;;;;;;
8;8;michael_scott Affirmative;;PROPN;NNP;ROOT;[0, 11];Affirmative;michael_scott;;;TheOffice.Season01.Episode06;2.0;1.0;
9;9;.;;PUNCT;.;punct;[12, 13];.;michael_scott;;;TheOffice.Season01.Episode06;2.0;2.0;
10;10;;;;;;;;;;;;;;
11;11;jan_levinson What;;PRON;WP;dobj;[0, 4];What;jan_levinson;;;TheOffice.Season01.Episode06;3.0;1.0;
12;12;did;;AUX;VBD;aux;[5, 8];did;jan_levinson;;;TheOffice.Season01.Episode06;3.0;2.0;
13;13;I;jan_levinson;PRON;PRP;nsubj;[9, 10];I;jan_levinson;;3.0;TheOffice.Season01.Episode06;3.0;3.0;jan_levinson
14;14;just;;ADV;RB;advmod;[11, 15];just;jan_levinson;;;TheOffice.Season01.Episode06;3.0;4.0;
15;15;say;;VERB;VB;ROOT;[16, 19];say;jan_levinson;;;TheOffice.Season01.Episode06;3.0;5.0;
16;16;?;;PUNCT;.;punct;[20, 21];?;jan_levinson;;;TheOffice.Season01.Episode06;3.0;6.0;
17;17;;;;;;;;;;;;;;
18;18;michael_scott You;jan_levinson;PRON;PRP;nsubj;[0, 3];You;michael_scott;;4.0;TheOffice.Season01.Episode06;4.0;1.0;jan_levinson
19;19;just;;ADV;RB;advmod;[4, 8];just;michael_scott;;;TheOffice.Season01.Episode06;4.0;2.0;
20;20;said;;VERB;VBD;ROOT;[9, 13];said;michael_scott;;;TheOffice.Season01.Episode06;4.0;3.0;
21;21;,;;PUNCT;,;punct;[14, 15];,;michael_scott;;;TheOffice.Season01.Episode06;4.0;4.0;
22;22;let;;VERB;VB;xcomp;[16, 19];let;michael_scott;;;TheOffice.Season01.Episode06;4.0;5.0;
23;23;me;michael_scott;PRON;PRP;nsubj;[20, 22];me;michael_scott;;5.0;TheOffice.Season01.Episode06;4.0;6.0;michael_scott
24;24;uh;;INTJ;UH;intj;[23, 25];uh;michael_scott;;;TheOffice.Season01.Episode06;4.0;7.0;
25;25;...;;PUNCT;:;punct;[26, 29];...;michael_scott;;;TheOffice.Season01.Episode06;4.0;8.0;
26;26;.;;PUNCT;.;punct;[30, 31];.;michael_scott;;;TheOffice.Season01.Episode06;4.0;9.0;
27;27;check;;VERB;VB;ROOT;[32, 37];check;michael_scott;;;TheOffice.Season01.Episode06;4.0;10.0;
28;28;my;michael_scott;DET;PRP$;poss;[38, 40];my;michael_scott;;6.0;TheOffice.Season01.Episode06;4.0;11.0;michael_scott
29;29;notes;;NOUN;NNS;dobj;[41, 46];note;michael_scott;;;TheOffice.Season01.Episode06;4.0;12.0;
30;30;.;;PUNCT;.;punct;[47, 48];.;michael_scott;;;TheOffice.Season01.Episode06;4.0;13.0;
31;31;You;jan_levinson;PRON;PRP;nsubj;[49, 52];You;michael_scott;;7.0;TheOffice.Season01.Episode06;4.0;14.0;jan_levinson
32;32;just;;ADV;RB;advmod;[53, 57];just;michael_scott;;;TheOffice.Season01.Episode06;4.0;15.0;
33;33;said;;VERB;VBD;ROOT;[58, 62];said;michael_scott;;;TheOffice.Season01.Episode06;4.0;16.0;
34;34;...;;PUNCT;:;punct;[63, 66];...;michael_scott;;;TheOffice.Season01.Episode06;4.0;17.0;
35;35;.;;PUNCT;.;punct;[67, 68];.;michael_scott;;;TheOffice.Season01.Episode06;4.0;18.0;
36;36;;;;;;;;;;;;;;
37;37;jan_levinson Alan;;PROPN;NNP;nsubj;[0, 4];Alan;jan_levinson;;;TheOffice.Season01.Episode06;5.0;1.0;UNKNOWN
38;38;and;;CCONJ;CC;cc;[5, 8];and;jan_levinson;;;TheOffice.Season01.Episode06;5.0;2.0;
39;39;I;jan_levinson;PRON;PRP;conj;[9, 10];I;jan_levinson;;8.0;TheOffice.Season01.Episode06;5.0;3.0;jan_levinson
40;40;have;;AUX;VBP;aux;[11, 15];have;jan_levinson;;;TheOffice.Season01.Episode06;5.0;4.0;
