	idSent	idChar	label
0	1	[15, 16]	michael_scott
1	2	[11, 12]	mr_brown
2	3	[16, 17]	michael_scott
3	4	[67, 69]	multiple_persons
4	4	[109, 110]	michael_scott
5	4	[135, 136]	michael_scott
6	4	[212, 213]	michael_scott
7	4	[278, 280]	michael_scott
8	4	[315, 316]	michael_scott
9	4	[336, 337]	michael_scott
10	4	[370, 372]	multiple_persons
11	4	[385, 386]	michael_scott
12	5	[152, 153]	jim_halpert
13	5	[178, 179]	jim_halpert
14	5	[186, 187]	jim_halpert
15	5	[248, 249]	jim_halpert
16	5	[169, 175]	UNKNOWN
17	5	[198, 201]	UNKNOWN
18	6	[3, 6]	dwight_schrute
19	7	[4, 5]	dwight_schrute
20	7	[11, 12]	dwight_schrute
21	8	[13, 14]	jim_halpert
22	8	[157, 158]	jim_halpert
23	8	[191, 197]	dwight_schrute
24	8	[4, 10]	UNKNOWN
25	8	[47, 50]	UNKNOWN
26	8	[59, 62]	UNKNOWN
27	9		
28	10		
29	11		
30	12	[8, 10]	jim_halpert
31	12	[48, 50]	jim_halpert
32	12	[80, 81]	jim_halpert
33	12	[109, 110]	jim_halpert
34	12	[219, 221]	jim_halpert
35	12	[257, 258]	jim_halpert
36	12	[327, 328]	jim_halpert
37	12	[386, 387]	jim_halpert
38	12	[395, 396]	jim_halpert
39	13		
40	14		
41	15		
42	16	[0, 1]	pam_beesly
43	16	[9, 10]	pam_beesly
44	17	[22, 25]	pam_beesly
45	18	[0, 1]	pam_beesly
46	18	[24, 25]	pam_beesly
47	19		
48	20	[6, 11]	oscar_martinez
49	20	[22, 25]	oscar_martinez
50	20	[34, 37]	oscar_martinez
51	21		
52	22	[4, 7]	oscar_martinez
53	23		
54	24	[10, 11]	michael_scott
55	24	[48, 56]	oscar_martinez
56	25	[0, 8]	oscar_martinez
57	26	[14, 15]	michael_scott
58	27	[14, 16]	multiple_persons
59	28	[55, 60]	oscar_martinez
60	28	[81, 84]	jim_halpert
61	28	[93, 96]	jim_halpert
62	29	[16, 22]	UNKNOWN
63	30	[22, 25]	jim_halpert
64	30	[28, 29]	michael_scott
65	31	[16, 17]	jim_halpert
66	31	[0, 3]	UNKNOWN
67	31	[52, 55]	UNKNOWN
68	32		
69	33		
70	34	[78, 79]	mr_brown
71	34	[128, 131]	multiple_persons
72	34	[188, 190]	multiple_persons
73	35	[53, 60]	stanley_hudson
74	35	[63, 64]	michael_scott
